ApplicantID,Applicant Full Name,Application Status,Application Date,Application Year,Application Month,Days Since Application,Gender,Age At Application,Education Level,Years Of Experience,Current Job Department,Education Score,Experience Score,Candidate Score,Age Advantage Score,Candidate Ranking score,Candidate Ranking Category,Expected Salary Band,Is Selected Flag,Is Rejected Flag
1443,Lauren Cochran,Interviewing,2023-07-06,2023,7,872,Other,54,PhD,6,Not Mentioned,5,3,3.8,1,5.9,Good candidates,High Range,0,0
1444,Tyler Washington,Offered,2023-05-27,2023,5,912,Other,49,Bachelor's Degree,0,Not Mentioned,3,1,1.8,1,2.9,Weak candidates,High Range,1,0
1445,Amanda Wallace,Offered,2023-06-13,2023,6,895,Male,29,PhD,12,art,5,5,5,3,8.225,"Strong fit, top candidates",High Range,1,0
1446,Julia Moore,Interviewing,2023-07-26,2023,7,852,Female,26,Bachelor's Degree,11,Not Mentioned,3,5,4.2,3,6.9,"Strong fit, top candidates",Mid Range,0,0
1447,Debra Thompson,In Review,2023-06-12,2023,6,896,Female,53,PhD,7,Not Mentioned,5,3,3.8,1,5.9,Good candidates,Mid Range,0,0
1448,David Hunt,In Review,2023-07-02,2023,7,876,Other,30,High School,16,Not Mentioned,1,5,3.4,3,5.7,Good candidates,High Range,0,0
1449,Nicolas Santiago,Pending Review,2023-05-22,2023,5,917,Other,50,High School,12,interior/spatial,1,5,3.4,1,5.385,Good candidates,Mid Range,0,0
1450,Paige Nelson,Interviewing,2023-05-20,2023,5,919,Other,36,Bachelor's Degree,9,land/geomatics,3,4,3.6,2,5.98,Good candidates,High Range,0,0
1451,Brittany Rivera,Interviewing,2023-08-03,2023,8,844,Other,54,Bachelor's Degree,18,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,0
1452,Katherine Miranda,Interviewing,2023-07-22,2023,7,856,Male,58,Bachelor's Degree,6,chartered,3,3,3,1,5.15,Good candidates,High Range,0,0
1453,Jonathan Hubbard,Rejected,2023-05-22,2023,5,917,Other,45,High School,5,mental health,1,3,2.2,2,3.975,Weak candidates,Mid Range,0,1
1454,Brandy Mitchell,Rejected,2023-06-12,2023,6,896,Female,34,Master's Degree,7,Not Mentioned,4,3,3.4,3,5.7,Good candidates,High Range,0,1
1455,Becky Le,Rejected,2023-07-21,2023,7,857,Female,26,Master's Degree,18,sports,4,5,4.6,3,7.27,"Strong fit, top candidates",High Range,0,1
1456,Gabrielle Russo,Pending Review,2023-06-05,2023,6,903,Other,20,Bachelor's Degree,13,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,0
1457,Ricky Henderson,Pending Review,2023-05-08,2023,5,931,Male,49,High School,6,Not Mentioned,1,3,2.2,1,3.5,Weak candidates,High Range,0,0
1458,Kristen Dawson,In Review,2023-07-18,2023,7,860,Other,42,High School,10,Not Mentioned,1,4,2.8,2,4.6,Good candidates,High Range,0,0
1459,Kenneth Good,Offered,2023-07-09,2023,7,869,Female,30,High School,8,Not Mentioned,1,4,2.8,3,4.8,Good candidates,High Range,1,0
1460,Steven Willis,Interviewing,2023-06-13,2023,6,895,Other,21,High School,7,Not Mentioned,1,3,2.2,1,3.5,Weak candidates,High Range,0,0
1461,Kyle Lucas,Offered,2023-05-12,2023,5,927,Other,19,High School,12,Not Mentioned,1,5,3.4,1,5.3,Good candidates,Mid Range,1,0
1462,John Cunningham,Interviewing,2023-07-13,2023,7,865,Male,53,PhD,9,Not Mentioned,5,4,4.4,1,6.8,"Strong fit, top candidates",Mid Range,0,0
1463,Michael Deleon,Interviewing,2023-07-15,2023,7,863,Other,48,High School,9,Not Mentioned,1,4,2.8,1,4.4,Good candidates,Mid Range,0,0
1464,Sarah Romero,In Review,2023-06-14,2023,6,894,Female,59,Master's Degree,17,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",High Range,0,0
1465,Felicia Stephens,In Review,2023-05-27,2023,5,912,Other,59,High School,20,Not Mentioned,1,5,3.4,1,5.3,Good candidates,High Range,0,0
1466,Samantha Wood,Offered,2023-07-15,2023,7,863,Female,19,Bachelor's Degree,17,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,1,0
1467,Lisa Smith,In Review,2023-06-30,2023,6,878,Male,42,Bachelor's Degree,4,water,3,2,2.4,2,4.12,Good candidates,Mid Range,0,0
1468,Austin Snyder,Rejected,2023-05-15,2023,5,924,Male,36,PhD,6,Not Mentioned,5,3,3.8,2,6.1,"Strong fit, top candidates",High Range,0,1
1469,Stacy Cunningham,Pending Review,2023-05-24,2023,5,915,Other,20,High School,16,Not Mentioned,1,5,3.4,1,5.3,Good candidates,Mid Range,0,0
1470,Sophia Sutton,Rejected,2023-06-20,2023,6,888,Other,49,Master's Degree,5,drama,4,3,3.4,1,5.385,Good candidates,Mid Range,0,1
1471,Debra Diaz,Offered,2023-07-07,2023,7,871,Male,22,PhD,7,Not Mentioned,5,3,3.8,1,5.9,Good candidates,High Range,1,0
1472,Laura Hodges,Pending Review,2023-07-10,2023,7,868,Male,59,High School,20,Not Mentioned,1,5,3.4,1,5.3,Good candidates,High Range,0,0
1473,Lori Miller,Interviewing,2023-05-07,2023,5,932,Male,57,High School,17,Not Mentioned,1,5,3.4,1,5.3,Good candidates,High Range,0,0
1474,Patricia George,Interviewing,2023-07-18,2023,7,860,Male,59,Master's Degree,20,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",High Range,0,0
1475,Rhonda Pope,Interviewing,2023-07-18,2023,7,860,Female,47,Bachelor's Degree,8,Not Mentioned,3,4,3.6,1,5.6,Good candidates,High Range,0,0
1476,Charles Fuentes,Rejected,2023-07-16,2023,7,862,Male,27,PhD,17,Not Mentioned,5,5,5,3,8.1,"Strong fit, top candidates",High Range,0,1
1477,Joanna Foley,Interviewing,2023-05-23,2023,5,916,Male,27,Bachelor's Degree,10,Not Mentioned,3,4,3.6,3,6,"Strong fit, top candidates",Mid Range,0,0
1478,Geoffrey Jackson,Offered,2023-05-24,2023,5,915,Female,50,Master's Degree,0,Not Mentioned,4,1,2.2,1,3.5,Weak candidates,Mid Range,1,0
1479,Ashley Lynch,Interviewing,2023-07-18,2023,7,860,Male,25,High School,19,chartered public finance,1,5,3.4,3,6.21,"Strong fit, top candidates",High Range,0,0
1480,Kelsey Richard,Pending Review,2023-05-26,2023,5,913,Other,42,High School,8,Not Mentioned,1,4,2.8,2,4.6,Good candidates,High Range,0,0
1481,James Franklin,Interviewing,2023-06-11,2023,6,897,Male,26,Bachelor's Degree,4,Not Mentioned,3,2,2.4,3,4.2,Good candidates,Mid Range,0,0
1482,Samantha Bates,Pending Review,2023-06-28,2023,6,880,Male,32,Master's Degree,0,Not Mentioned,4,1,2.2,3,3.9,Weak candidates,High Range,0,0
1483,Shane Barrera,Pending Review,2023-05-21,2023,5,918,Male,54,High School,3,Not Mentioned,1,2,1.6,1,2.6,Weak candidates,Mid Range,0,0
1484,Madison Hood,Pending Review,2023-07-19,2023,7,859,Male,26,High School,20,Not Mentioned,1,5,3.4,3,5.7,Good candidates,High Range,0,0
1485,Andrea Quinn,In Review,2023-08-02,2023,8,845,Female,51,High School,6,Not Mentioned,1,3,2.2,1,3.5,Weak candidates,Mid Range,0,0
1486,Caleb Holden,Pending Review,2023-07-24,2023,7,854,Male,19,Master's Degree,0,Not Mentioned,4,1,2.2,1,3.5,Weak candidates,High Range,0,0
1487,Patrick Beck,In Review,2023-06-12,2023,6,896,Female,36,High School,9,Not Mentioned,1,4,2.8,2,4.6,Good candidates,High Range,0,0
1488,Kevin Perez,In Review,2023-05-22,2023,5,917,Male,28,Bachelor's Degree,0,Not Mentioned,3,1,1.8,3,3.3,Weak candidates,Mid Range,0,0
1489,Amanda Ortiz,In Review,2023-06-14,2023,6,894,Female,30,High School,10,Not Mentioned,1,4,2.8,3,4.8,Good candidates,Mid Range,0,0
1490,Jenna Chen,In Review,2023-05-14,2023,5,925,Female,25,Bachelor's Degree,18,Not Mentioned,3,5,4.2,3,6.9,"Strong fit, top candidates",High Range,0,0
1491,Sean Ramos,Interviewing,2023-05-12,2023,5,927,Male,43,Master's Degree,4,primary school,4,2,2.8,2,4.74,Good candidates,High Range,0,0
1492,Angela Gutierrez,Interviewing,2023-06-04,2023,6,904,Male,36,High School,4,Not Mentioned,1,2,1.6,2,2.8,Weak candidates,High Range,0,0
1493,Christopher Kelly,Interviewing,2023-07-28,2023,7,850,Male,41,PhD,0,occupational,5,1,2.6,2,4.3,Good candidates,Mid Range,0,0
1494,Elizabeth Griffith,Rejected,2023-05-18,2023,5,921,Female,49,Master's Degree,3,Not Mentioned,4,2,2.8,1,4.4,Good candidates,Mid Range,0,1
1495,Christine Ball,Rejected,2023-05-20,2023,5,919,Female,18,Bachelor's Degree,17,commercial/residential,3,5,4.2,1,6.815,"Strong fit, top candidates",High Range,0,1
1496,Derrick Brown,Pending Review,2023-06-25,2023,6,883,Other,45,High School,3,IT,1,2,1.6,2,2.96,Weak candidates,High Range,0,0
1497,Brian Patterson,Offered,2023-07-03,2023,7,875,Male,61,High School,16,Not Mentioned,1,5,3.4,1,5.3,Good candidates,Mid Range,1,0
1498,Randy Smith,In Review,2023-07-13,2023,7,865,Male,29,Bachelor's Degree,2,broadcasting/film/video,3,2,2.4,3,4.26,Good candidates,High Range,0,0
1499,Scott Morgan,Rejected,2023-07-16,2023,7,862,Male,43,Bachelor's Degree,12,Not Mentioned,3,5,4.2,2,6.7,"Strong fit, top candidates",High Range,0,1
1500,Patricia Wood,Interviewing,2023-05-08,2023,5,931,Female,25,High School,10,Not Mentioned,1,4,2.8,3,4.8,Good candidates,Mid Range,0,0
1501,Andre Steele,Offered,2023-06-14,2023,6,894,Male,19,High School,3,Not Mentioned,1,2,1.6,1,2.6,Weak candidates,High Range,1,0
1502,Robert Carpenter,Interviewing,2023-06-08,2023,6,900,Female,48,Bachelor's Degree,6,manufacturing systems,3,3,3,1,5,Good candidates,High Range,0,0
1503,Amy Wilson,Interviewing,2023-07-20,2023,7,858,Male,47,Bachelor's Degree,13,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,0
1504,Stephanie Zamora,Rejected,2023-05-16,2023,5,923,Female,48,PhD,1,Scotland,5,1,2.6,1,4.1,Good candidates,High Range,0,1
1505,Kathryn Medina,Rejected,2023-07-21,2023,7,857,Male,49,High School,14,Not Mentioned,1,5,3.4,1,5.3,Good candidates,High Range,0,1
1506,Ricky Hernandez,Pending Review,2023-06-30,2023,6,878,Female,36,Bachelor's Degree,4,Not Mentioned,3,2,2.4,2,4,Good candidates,High Range,0,0
1507,Kim Hooper,Offered,2023-05-18,2023,5,921,Other,34,Bachelor's Degree,2,Not Mentioned,3,2,2.4,3,4.2,Good candidates,High Range,1,0
1508,Suzanne Howard,Rejected,2023-06-16,2023,6,892,Other,43,PhD,0,research (life sciences),5,1,2.6,2,4.56,Good candidates,Mid Range,0,1
1509,Edward Roth,Offered,2023-05-17,2023,5,922,Female,59,PhD,15,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",High Range,1,0
1510,Lisa Perry,Offered,2023-06-22,2023,6,886,Other,47,High School,12,aeronautical,1,5,3.4,1,5.64,Good candidates,Mid Range,1,0
1511,Valerie Alvarez,In Review,2023-05-29,2023,5,910,Male,41,Master's Degree,15,Not Mentioned,4,5,4.6,2,7.3,"Strong fit, top candidates",High Range,0,0
1512,Michael Franco,In Review,2023-05-23,2023,5,916,Male,24,Bachelor's Degree,20,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",High Range,0,0
1513,Jamie Moore,Rejected,2023-07-07,2023,7,871,Female,56,Bachelor's Degree,9,Not Mentioned,3,4,3.6,1,5.6,Good candidates,Mid Range,0,1
1514,George Jones,Pending Review,2023-06-23,2023,6,885,Female,27,High School,14,Not Mentioned,1,5,3.4,3,5.7,Good candidates,High Range,0,0
1515,Frank Lopez,Pending Review,2023-07-06,2023,7,872,Other,58,Master's Degree,12,technical sales,4,5,4.6,1,7.56,"Strong fit, top candidates",Mid Range,0,0
1516,Kendra Wall,Offered,2023-07-10,2023,7,868,Male,23,Master's Degree,1,Not Mentioned,4,1,2.2,1,3.5,Weak candidates,High Range,1,0
1517,Theresa Harris,Offered,2023-05-06,2023,5,933,Other,29,PhD,11,Not Mentioned,5,5,5,3,8.1,"Strong fit, top candidates",Mid Range,1,0
1518,Cassidy Bush,Rejected,2023-07-09,2023,7,869,Female,24,Bachelor's Degree,17,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",High Range,0,1
1519,Joseph Thomas,Rejected,2023-07-09,2023,7,869,Male,58,High School,10,Not Mentioned,1,4,2.8,1,4.4,Good candidates,Mid Range,0,1
1520,Robert Nash,Rejected,2023-07-15,2023,7,863,Female,53,PhD,2,Not Mentioned,5,2,3.2,1,5,Good candidates,Mid Range,0,1
1521,Jeffrey Olsen,Interviewing,2023-06-16,2023,6,892,Male,48,PhD,4,Not Mentioned,5,2,3.2,1,5,Good candidates,High Range,0,0
1522,Susan Peters,In Review,2023-07-22,2023,7,856,Female,20,High School,7,Not Mentioned,1,3,2.2,1,3.5,Weak candidates,High Range,0,0
1523,Anthony Avila,In Review,2023-05-15,2023,5,924,Other,36,PhD,15,Not Mentioned,5,5,5,2,7.9,"Strong fit, top candidates",Mid Range,0,0
1524,Marie Goodman,Interviewing,2023-06-10,2023,6,898,Male,18,PhD,17,art,5,5,5,1,7.825,"Strong fit, top candidates",High Range,0,0
1525,Susan Marsh,Pending Review,2023-07-28,2023,7,850,Other,48,PhD,11,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",High Range,0,0
1526,Kelly Stark,Pending Review,2023-08-01,2023,8,846,Male,57,PhD,4,Not Mentioned,5,2,3.2,1,5,Good candidates,High Range,0,0
1527,Ashley Martinez,In Review,2023-08-03,2023,8,844,Female,44,Master's Degree,20,Not Mentioned,4,5,4.6,2,7.3,"Strong fit, top candidates",Mid Range,0,0
1528,Sabrina Flynn,In Review,2023-07-13,2023,7,865,Female,37,High School,6,Not Mentioned,1,3,2.2,2,3.7,Weak candidates,Mid Range,0,0
1529,Anthony Rojas,In Review,2023-07-02,2023,7,876,Male,37,PhD,19,Not Mentioned,5,5,5,2,7.9,"Strong fit, top candidates",High Range,0,0
1530,Justin Randolph,Rejected,2023-05-28,2023,5,911,Other,21,PhD,19,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",Mid Range,0,1
1531,Kristin Roberts,Offered,2023-07-16,2023,7,862,Other,20,Master's Degree,6,Not Mentioned,4,3,3.4,1,5.3,Good candidates,High Range,1,0
1532,Amanda Ochoa,Pending Review,2023-05-13,2023,5,926,Female,24,Bachelor's Degree,10,Not Mentioned,3,4,3.6,1,5.6,Good candidates,High Range,0,0
1533,Joshua Boyer,Offered,2023-07-19,2023,7,859,Female,37,Master's Degree,20,Not Mentioned,4,5,4.6,2,7.3,"Strong fit, top candidates",Mid Range,1,0
1534,David Whitney,Interviewing,2023-07-17,2023,7,861,Other,45,Bachelor's Degree,15,Not Mentioned,3,5,4.2,2,6.7,"Strong fit, top candidates",Mid Range,0,0
1535,Anthony Robinson,Rejected,2023-06-27,2023,6,881,Other,51,PhD,17,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",Mid Range,0,1
1536,Richard Huffman,Offered,2023-07-30,2023,7,848,Other,52,PhD,3,Not Mentioned,5,2,3.2,1,5,Good candidates,Mid Range,1,0
1537,Sarah Anderson,Pending Review,2023-07-03,2023,7,875,Female,31,Bachelor's Degree,9,Not Mentioned,3,4,3.6,3,6,"Strong fit, top candidates",High Range,0,0
1538,Kathryn Bates,Rejected,2023-06-06,2023,6,902,Male,31,Bachelor's Degree,18,Not Mentioned,3,5,4.2,3,6.9,"Strong fit, top candidates",High Range,0,1
1539,Donald Espinoza,In Review,2023-06-05,2023,6,903,Other,58,PhD,7,production,5,3,3.8,1,5.9,Good candidates,High Range,0,0
1540,Christopher Glenn,Pending Review,2023-07-22,2023,7,856,Other,33,PhD,0,Not Mentioned,5,1,2.6,3,4.5,Good candidates,High Range,0,0
1541,Christopher Chang,Pending Review,2023-07-27,2023,7,851,Female,52,High School,20,forensic,1,5,3.4,1,5.725,Good candidates,High Range,0,0
1542,Mark Pierce,Interviewing,2023-05-10,2023,5,929,Male,48,PhD,5,Not Mentioned,5,3,3.8,1,5.9,Good candidates,Mid Range,0,0
1543,Robert Nichols,Interviewing,2023-07-15,2023,7,863,Female,48,Bachelor's Degree,4,Not Mentioned,3,2,2.4,1,3.8,Weak candidates,High Range,0,0
1544,Jeffrey Bennett,Pending Review,2023-06-18,2023,6,890,Male,60,Bachelor's Degree,17,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,0
1545,Mark Gordon,Pending Review,2023-06-10,2023,6,898,Female,38,PhD,12,Not Mentioned,5,5,5,2,7.9,"Strong fit, top candidates",Mid Range,0,0
1546,Kara Henderson,Offered,2023-07-28,2023,7,850,Male,19,High School,11,Not Mentioned,1,5,3.4,1,5.3,Good candidates,Mid Range,1,0
1547,Alexandra Silva,Interviewing,2023-06-06,2023,6,902,Female,55,Master's Degree,10,Not Mentioned,4,4,4,1,6.2,"Strong fit, top candidates",High Range,0,0
1548,Jamie Padilla,Rejected,2023-06-09,2023,6,899,Male,38,High School,18,graphic,1,5,3.4,2,5.585,Good candidates,High Range,0,1
1549,Lisa Torres,Offered,2023-07-11,2023,7,867,Male,19,Master's Degree,19,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",Mid Range,1,0
1550,Rebecca Ferguson,Pending Review,2023-05-17,2023,5,922,Male,57,Bachelor's Degree,13,audiological,3,5,4.2,1,7.025,"Strong fit, top candidates",High Range,0,0
1551,Laura Henderson,Offered,2023-05-15,2023,5,924,Other,18,PhD,2,insurance,5,2,3.2,1,5,Good candidates,High Range,1,0
1552,Michelle Case,Interviewing,2023-07-09,2023,7,869,Female,24,Bachelor's Degree,0,Not Mentioned,3,1,1.8,1,2.9,Weak candidates,High Range,0,0
1553,Laura Russell,Pending Review,2023-06-22,2023,6,886,Female,48,PhD,20,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",High Range,0,0
1554,William Foster,Offered,2023-07-05,2023,7,873,Female,25,High School,16,Not Mentioned,1,5,3.4,3,5.7,Good candidates,High Range,1,0
1555,Andrew Smith,Pending Review,2023-05-31,2023,5,908,Female,28,High School,0,Not Mentioned,1,1,1,3,2.1,Weak candidates,High Range,0,0
1556,James Grant,Interviewing,2023-05-14,2023,5,925,Other,37,PhD,13,Not Mentioned,5,5,5,2,7.9,"Strong fit, top candidates",Mid Range,0,0
1557,Adrian Edwards,Interviewing,2023-07-30,2023,7,848,Female,46,Master's Degree,0,Not Mentioned,4,1,2.2,1,3.5,Weak candidates,Mid Range,0,0
1558,Michael Russell,Interviewing,2023-05-14,2023,5,925,Male,23,High School,7,Not Mentioned,1,3,2.2,1,3.5,Weak candidates,High Range,0,0
1559,Jennifer Brooks,Rejected,2023-05-12,2023,5,927,Male,50,PhD,2,Not Mentioned,5,2,3.2,1,5,Good candidates,Mid Range,0,1
1560,Michael Williams,In Review,2023-06-27,2023,6,881,Male,46,PhD,15,ceramics/pottery,5,5,5,1,7.825,"Strong fit, top candidates",High Range,0,0
1561,Sarah White,Interviewing,2023-05-24,2023,5,915,Female,46,High School,16,music,1,5,3.4,1,5.385,Good candidates,High Range,0,0
1562,Michele Brown,Pending Review,2023-05-24,2023,5,915,Other,41,PhD,3,company,5,2,3.2,2,5.44,Good candidates,High Range,0,0
1563,Colton Castro,Pending Review,2023-07-06,2023,7,872,Male,25,PhD,17,Not Mentioned,5,5,5,3,8.1,"Strong fit, top candidates",Mid Range,0,0
1564,Stephanie Roberts,Offered,2023-07-06,2023,7,872,Female,49,Master's Degree,0,Not Mentioned,4,1,2.2,1,3.5,Weak candidates,High Range,1,0
1565,Lindsey Oconnor,Pending Review,2023-05-26,2023,5,913,Male,30,Bachelor's Degree,13,water,3,5,4.2,3,7.11,"Strong fit, top candidates",High Range,0,0
1566,William Mayer,In Review,2023-06-22,2023,6,886,Male,50,PhD,10,Not Mentioned,5,4,4.4,1,6.8,"Strong fit, top candidates",Mid Range,0,0
1567,Robert Brady,Pending Review,2023-07-22,2023,7,856,Male,43,Bachelor's Degree,0,Not Mentioned,3,1,1.8,2,3.1,Weak candidates,High Range,0,0
1568,Richard Greer,Interviewing,2023-05-26,2023,5,913,Male,39,Master's Degree,17,Not Mentioned,4,5,4.6,2,7.3,"Strong fit, top candidates",High Range,0,0
1569,Emily Elliott,Interviewing,2023-06-21,2023,6,887,Female,39,Bachelor's Degree,17,Not Mentioned,3,5,4.2,2,6.7,"Strong fit, top candidates",Mid Range,0,0
1570,Matthew Torres,In Review,2023-06-15,2023,6,893,Female,21,Bachelor's Degree,18,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",High Range,0,0
1571,Victor Anderson,Rejected,2023-07-30,2023,7,848,Male,22,Master's Degree,7,Not Mentioned,4,3,3.4,1,5.3,Good candidates,Mid Range,0,1
1572,Laura Roman,Pending Review,2023-05-22,2023,5,917,Other,58,PhD,17,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",Mid Range,0,0
1573,Paul Burke,In Review,2023-07-04,2023,7,874,Female,55,High School,6,Not Mentioned,1,3,2.2,1,3.5,Weak candidates,High Range,0,0
1574,Joseph Lindsey,Pending Review,2023-06-10,2023,6,898,Female,61,High School,0,Not Mentioned,1,1,1,1,1.7,Weak candidates,Mid Range,0,0
1575,Paula Cruz,Pending Review,2023-06-04,2023,6,904,Male,20,Master's Degree,4,Not Mentioned,4,2,2.8,1,4.4,Good candidates,High Range,0,0
1576,Andrew Jones,In Review,2023-06-15,2023,6,893,Male,44,Master's Degree,15,Not Mentioned,4,5,4.6,2,7.3,"Strong fit, top candidates",High Range,0,0
1577,Angela Martinez,Interviewing,2023-05-13,2023,5,926,Male,60,PhD,14,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",High Range,0,0
1578,Brooke Stewart,Offered,2023-05-07,2023,5,932,Male,46,PhD,19,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",High Range,1,0
1579,Ryan Allen,Offered,2023-06-14,2023,6,894,Male,32,Master's Degree,2,Not Mentioned,4,2,2.8,3,4.8,Good candidates,Mid Range,1,0
1580,Stacy Cole,In Review,2023-06-26,2023,6,882,Other,19,Bachelor's Degree,19,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,0
1581,Justin Gomez,Offered,2023-05-20,2023,5,919,Male,33,High School,20,Not Mentioned,1,5,3.4,3,5.7,Good candidates,High Range,1,0
1582,Taylor Sanchez,Rejected,2023-07-20,2023,7,858,Male,60,Bachelor's Degree,15,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",High Range,0,1
1583,Shawn Day,In Review,2023-07-02,2023,7,876,Female,38,High School,5,Not Mentioned,1,3,2.2,2,3.7,Weak candidates,High Range,0,0
1584,Jessica Maldonado,In Review,2023-06-21,2023,6,887,Male,37,PhD,12,Not Mentioned,5,5,5,2,7.9,"Strong fit, top candidates",Mid Range,0,0
1585,Rose Wallace,Interviewing,2023-07-26,2023,7,852,Male,32,Bachelor's Degree,12,Not Mentioned,3,5,4.2,3,6.9,"Strong fit, top candidates",High Range,0,0
1586,Michael Johnson,Interviewing,2023-06-27,2023,6,881,Male,37,Master's Degree,6,Not Mentioned,4,3,3.4,2,5.5,Good candidates,Mid Range,0,0
1587,Jeffrey Stone,Interviewing,2023-07-10,2023,7,868,Female,59,PhD,16,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",Mid Range,0,0
1588,Michael Gross,Pending Review,2023-07-12,2023,7,866,Female,44,PhD,2,children's,5,2,3.2,2,5.36,Good candidates,High Range,0,0
1589,Gerald Terrell,Rejected,2023-06-29,2023,6,879,Male,22,PhD,10,Not Mentioned,5,4,4.4,1,6.8,"Strong fit, top candidates",Mid Range,0,1
1590,Lisa Cooke,Offered,2023-06-22,2023,6,886,Male,49,PhD,16,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",Mid Range,1,0
1591,Angela Nichols,Rejected,2023-06-04,2023,6,904,Other,37,Bachelor's Degree,20,Not Mentioned,3,5,4.2,2,6.7,"Strong fit, top candidates",Mid Range,0,1
1592,James Mitchell,In Review,2023-06-28,2023,6,880,Female,51,Bachelor's Degree,9,Not Mentioned,3,4,3.6,1,5.6,Good candidates,High Range,0,0
1593,Kelly Wang,Interviewing,2023-07-29,2023,7,849,Female,47,PhD,17,Not Mentioned,5,5,5,1,7.7,"Strong fit, top candidates",High Range,0,0
1594,Christopher Torres,Rejected,2023-06-16,2023,6,892,Female,50,Bachelor's Degree,18,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,1
1595,Christine Morse,Pending Review,2023-07-17,2023,7,861,Male,56,Bachelor's Degree,20,Not Mentioned,3,5,4.2,1,6.5,"Strong fit, top candidates",Mid Range,0,0
1596,Kimberly Pugh,Interviewing,2023-06-01,2023,6,907,Female,25,Master's Degree,15,Not Mentioned,4,5,4.6,3,7.5,"Strong fit, top candidates",Mid Range,0,0
1597,Gabriel Sanchez,Rejected,2023-07-19,2023,7,859,Male,58,Master's Degree,2,chartered,4,2,2.8,1,4.82,Good candidates,High Range,0,1
1598,Alexander Thomas,Interviewing,2023-05-31,2023,5,908,Other,50,Master's Degree,11,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",High Range,0,0
1599,Nicholas Nelson,Rejected,2023-05-15,2023,5,924,Female,53,Master's Degree,8,Not Mentioned,4,4,4,1,6.2,"Strong fit, top candidates",High Range,0,1
1600,Susan Martin,In Review,2023-05-12,2023,5,927,Male,24,PhD,8,consulting,5,4,4.4,1,6.8,"Strong fit, top candidates",High Range,0,0
1601,Yolanda Jackson,Pending Review,2023-06-28,2023,6,880,Male,26,High School,12,Not Mentioned,1,5,3.4,3,5.7,Good candidates,High Range,0,0
1602,Heather Thompson,Interviewing,2023-05-09,2023,5,930,Other,60,Master's Degree,15,Not Mentioned,4,5,4.6,1,7.1,"Strong fit, top candidates",Mid Range,0,0
1603,Heather Smith,Offered,2023-06-03,2023,6,905,Male,24,Master's Degree,7,Not Mentioned,4,3,3.4,1,5.3,Good candidates,High Range,1,0
1604,Erin Garrett,Interviewing,2023-05-20,2023,5,919,Male,22,Master's Degree,9,Not Mentioned,4,4,4,1,6.2,"Strong fit, top candidates",Mid Range,0,0
1605,Jeffrey Mcmillan,In Review,2023-08-05,2023,8,842,Male,53,Master's Degree,2,Not Mentioned,4,2,2.8,1,4.4,Good candidates,High Range,0,0
1606,Megan Harris,In Review,2023-06-17,2023,6,891,Other,34,Bachelor's Degree,0,Not Mentioned,3,1,1.8,3,3.3,Weak candidates,Mid Range,0,0
1607,Molly Vance,Pending Review,2023-06-04,2023,6,904,Male,44,PhD,1,Not Mentioned,5,1,2.6,2,4.3,Good candidates,High Range,0,0
1608,Stephen Campos,In Review,2023-06-30,2023,6,878,Male,60,Bachelor's Degree,6,advertising,3,3,3,1,4.7,Good candidates,High Range,0,0
1609,Thomas Page,Rejected,2023-07-09,2023,7,869,Other,52,PhD,2,Not Mentioned,5,2,3.2,1,5,Good candidates,High Range,0,1
1610,Robert Thomas,Interviewing,2023-06-15,2023,6,893,Male,50,High School,12,blown glass/stained glass,1,5,3.4,1,5.385,Good candidates,Mid Range,0,0
1611,Ryan Dixon,Offered,2023-07-08,2023,7,870,Other,32,High School,11,learning disability,1,5,3.4,3,5.7,Good candidates,High Range,1,0
