Employee ID,Employee Name,Survey Date,Survey Year,Survey Month,Engagement Score,Rolling 3Month Engagement Avg,Previous Engagement Score,Engagement Improvement Score,Engagement Improving Level,Low Engagement Flag,Satisfaction Score,Previous_Satisfaction_Score,Satisfaction Improvement Score,Satisfaction Improvement Level,Work-Life Balance Score,Previous WLB Score,WLB Improvement Score,WLB Improvement Level,Composite Engagement Risk Score,Engagement Risk Level,Risk Employee Flag,Days Since Survey
1593,Natalia Hamilton,2022-10-02,2022,10,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,1,NULL,NULL,Stable,1.9,Employee At-Risk,1,1149
1594,Kierra Boone,2022-12-08,2022,12,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,4,NULL,NULL,Stable,1.6,Employee At-Risk,1,1082
1595,Charlie Ramirez,2023-01-12,2023,1,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,3,NULL,NULL,Stable,3.3,Needs monitoring,0,1047
1596,Chris Johnson,2023-02-10,2023,2,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,1,NULL,NULL,Stable,3.4,Needs monitoring,0,1018
1597,John Bentley,2023-07-23,2023,7,2,2,NULL,NULL,Stable,1,1,NULL,NULL,Stable,4,NULL,NULL,Stable,2.1,Employee At-Risk,1,855
1598,Myla Mcintyre,2023-05-28,2023,5,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,5,NULL,NULL,Stable,3.5,Needs monitoring,0,911
1599,Demarcus Ware,2022-09-13,2022,9,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,2,NULL,NULL,Stable,3.9,Needs monitoring,0,1168
1600,Devon Daniels,2023-04-28,2023,4,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,2,NULL,NULL,Stable,3.8,Needs monitoring,0,941
1601,Odin Heath,2023-01-05,2023,1,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,5,NULL,NULL,Stable,3.6,Needs monitoring,0,1054
1602,Bryanna Mahoney,2023-04-01,2023,4,2,2,NULL,NULL,Stable,1,1,NULL,NULL,Stable,3,NULL,NULL,Stable,1.9,Employee At-Risk,1,968
1603,Ashlynn Thompson,2022-08-31,2022,8,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,1,NULL,NULL,Stable,2.7,Employee At-Risk,1,1181
1604,Ansley Duke,2023-01-28,2023,1,1,1,NULL,NULL,Stable,1,5,NULL,NULL,Stable,1,NULL,NULL,Stable,2.2,Employee At-Risk,1,1031
1605,Izaiah Quinn,2023-05-08,2023,5,2,2,NULL,NULL,Stable,1,3,NULL,NULL,Stable,3,NULL,NULL,Stable,2.5,Employee At-Risk,1,931
1606,Hillary Clements,2023-06-28,2023,6,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,3,NULL,NULL,Stable,4.3,Employee is engaged,0,880
1607,Diana Cameron,2023-03-18,2023,3,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,5,NULL,NULL,Stable,4,Employee is engaged,0,982
1608,Rhianna Allison,2022-12-11,2022,12,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,3,NULL,NULL,Stable,2.8,Employee At-Risk,1,1079
1609,Ramon Watson,2023-04-13,2023,4,5,5,NULL,NULL,Stable,0,5,NULL,NULL,Stable,4,NULL,NULL,Stable,4.8,Employee is engaged,0,956
1610,Raegan Spence,2022-10-23,2022,10,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,5,NULL,NULL,Stable,4.5,Employee is engaged,0,1128
1611,Jacoby Singleton,2023-05-21,2023,5,1,1,NULL,NULL,Stable,1,2,NULL,NULL,Stable,2,NULL,NULL,Stable,1.5,Employee At-Risk,1,918
1612,Kara Yates,2022-12-13,2022,12,5,5,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,4.6,Employee is engaged,0,1077
1613,Beau Barron,2022-09-07,2022,9,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,1,NULL,NULL,Stable,2.8,Employee At-Risk,1,1174
1614,Giovanna Morton,2023-04-10,2023,4,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,2,NULL,NULL,Stable,2.1,Employee At-Risk,1,959
1615,Braelyn Dominguez,2023-07-27,2023,7,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,3,NULL,NULL,Stable,1.4,Employee At-Risk,1,851
1616,Rhett Andrews,2023-01-29,2023,1,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,1,NULL,NULL,Stable,2.9,Employee At-Risk,1,1030
1617,Terrell Crosby,2023-02-08,2023,2,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,3.2,Needs monitoring,0,1020
1618,Corbin Roberson,2022-11-16,2022,11,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,4,NULL,NULL,Stable,3.3,Needs monitoring,0,1104
1619,Micheal Drake,2023-01-05,2023,1,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,2,NULL,NULL,Stable,3,Needs monitoring,0,1054
1620,Evie Mclaughlin,2022-10-30,2022,10,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,2,NULL,NULL,Stable,3.8,Needs monitoring,0,1121
1621,Robert Hubert,2023-05-21,2023,5,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,3,NULL,NULL,Stable,2.9,Employee At-Risk,1,918
1622,Matthew Westinghouse,2023-04-29,2023,4,1,1,NULL,NULL,Stable,1,5,NULL,NULL,Stable,5,NULL,NULL,Stable,3,Needs monitoring,0,940
1623,Jason Smith,2022-12-18,2022,12,1,1,NULL,NULL,Stable,1,2,NULL,NULL,Stable,2,NULL,NULL,Stable,1.5,Employee At-Risk,1,1072
1624,Charlie Wang,2023-07-24,2023,7,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,3,NULL,NULL,Stable,3.4,Needs monitoring,0,854
1625,Kurt Navathe,2022-08-16,2022,8,5,5,NULL,NULL,Stable,0,2,NULL,NULL,Stable,2,NULL,NULL,Stable,3.5,Needs monitoring,0,1196
1626,Katie Roper,2023-01-11,2023,1,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,5,NULL,NULL,Stable,3.7,Needs monitoring,0,1048
1627,Maggie Rachael,2022-08-06,2022,8,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,1,NULL,NULL,Stable,3.4,Needs monitoring,0,1206
1628,Binh Le,2023-04-12,2023,4,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,2,NULL,NULL,Stable,3.6,Needs monitoring,0,957
1629,Lucia Peterson,2022-09-23,2022,9,1,1,NULL,NULL,Stable,1,2,NULL,NULL,Stable,4,NULL,NULL,Stable,1.9,Employee At-Risk,1,1158
1630,Nola Moss,2023-02-25,2023,2,4,4,NULL,NULL,Stable,0,3,NULL,NULL,Stable,2,NULL,NULL,Stable,3.3,Needs monitoring,0,1003
1631,Chance Braun,2023-06-24,2023,6,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,1,NULL,NULL,Stable,2.4,Employee At-Risk,1,884
1632,Alma Pennington,2023-03-12,2023,3,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,4,NULL,NULL,Stable,4.5,Employee is engaged,0,988
1633,Miley French,2022-12-09,2022,12,4,4,NULL,NULL,Stable,0,3,NULL,NULL,Stable,2,NULL,NULL,Stable,3.3,Needs monitoring,0,1081
1634,Kole Levine,2023-01-13,2023,1,2,2,NULL,NULL,Stable,1,3,NULL,NULL,Stable,1,NULL,NULL,Stable,2.1,Employee At-Risk,1,1046
1635,Azul Watkins,2022-12-19,2022,12,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,2,NULL,NULL,Stable,3.6,Needs monitoring,0,1071
1636,Landen Blanchard,2022-10-14,2022,10,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,2,NULL,NULL,Stable,3.9,Needs monitoring,0,1137
1637,Leroy Norman,2022-10-20,2022,10,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,2.7,Employee At-Risk,1,1131
1638,Nikhil Pineda,2023-05-08,2023,5,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,5,NULL,NULL,Stable,3.2,Needs monitoring,0,931
1639,Kadence Simon,2022-10-12,2022,10,1,1,NULL,NULL,Stable,1,2,NULL,NULL,Stable,1,NULL,NULL,Stable,1.3,Employee At-Risk,1,1139
1640,Elliot Phillips,2022-12-19,2022,12,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,1,NULL,NULL,Stable,2.4,Employee At-Risk,1,1071
1641,Taniya Daniels,2023-03-18,2023,3,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,4,NULL,NULL,Stable,4.5,Employee is engaged,0,982
1642,Julia Jimenez,2023-04-14,2023,4,3,3,NULL,NULL,Stable,0,2,NULL,NULL,Stable,2,NULL,NULL,Stable,2.5,Employee At-Risk,1,955
1643,Kamden Paul,2022-08-23,2022,8,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,4,NULL,NULL,Stable,4.2,Employee is engaged,0,1189
1644,Octavio Hicks,2023-04-01,2023,4,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,1,NULL,NULL,Stable,2,Employee At-Risk,1,968
1645,Jaidyn Malone,2022-09-26,2022,9,5,5,NULL,NULL,Stable,0,5,NULL,NULL,Stable,5,NULL,NULL,Stable,5,Employee is engaged,0,1155
1646,Cora Perez,2023-01-20,2023,1,2,2,NULL,NULL,Stable,1,2,NULL,NULL,Stable,1,NULL,NULL,Stable,1.8,Employee At-Risk,1,1039
1647,Isis Ayala,2023-02-16,2023,2,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,5,NULL,NULL,Stable,3.6,Needs monitoring,0,1012
1648,Charlee Calhoun,2022-12-16,2022,12,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,5,NULL,NULL,Stable,4.2,Employee is engaged,0,1074
1649,Walter Pruitt,2023-07-28,2023,7,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,2.2,Employee At-Risk,1,850
1650,Julie Harrington,2023-03-29,2023,3,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,3,NULL,NULL,Stable,3.4,Needs monitoring,0,971
1651,Amara Wood,2022-11-01,2022,11,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,4,NULL,NULL,Stable,4,Employee is engaged,0,1119
1652,Nevaeh Ponce,2023-06-09,2023,6,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,4,NULL,NULL,Stable,2.5,Employee At-Risk,1,899
1653,Greta Fields,2022-12-02,2022,12,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,5,NULL,NULL,Stable,3.2,Needs monitoring,0,1088
1654,Zackery Hess,2023-06-11,2023,6,2,2,NULL,NULL,Stable,1,3,NULL,NULL,Stable,3,NULL,NULL,Stable,2.5,Employee At-Risk,1,897
1655,Chloe Gould,2022-09-25,2022,9,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,2.2,Employee At-Risk,1,1156
1656,Elyse Chandler,2022-09-30,2022,9,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,5,NULL,NULL,Stable,2.7,Employee At-Risk,1,1151
1657,Isaias Briggs,2023-07-29,2023,7,1,1,NULL,NULL,Stable,1,5,NULL,NULL,Stable,1,NULL,NULL,Stable,2.2,Employee At-Risk,1,849
1658,Allison Frank,2022-08-07,2022,8,2,2,NULL,NULL,Stable,1,1,NULL,NULL,Stable,2,NULL,NULL,Stable,1.7,Employee At-Risk,1,1205
1659,Joaquin Hahn,2023-07-11,2023,7,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,5,NULL,NULL,Stable,4.5,Employee is engaged,0,867
1660,Drake Nicholson,2023-06-17,2023,6,5,5,NULL,NULL,Stable,0,5,NULL,NULL,Stable,1,NULL,NULL,Stable,4.2,Employee is engaged,0,891
1661,Kenna Porter,2023-02-25,2023,2,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,4,NULL,NULL,Stable,4.5,Employee is engaged,0,1003
1662,Peter Wong,2023-05-17,2023,5,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,5,NULL,NULL,Stable,3.2,Needs monitoring,0,922
1663,Fatima Pennington,2023-03-10,2023,3,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,4,NULL,NULL,Stable,3.4,Needs monitoring,0,990
1664,Lainey Ayers,2023-02-12,2023,2,2,2,NULL,NULL,Stable,1,1,NULL,NULL,Stable,1,NULL,NULL,Stable,1.5,Employee At-Risk,1,1016
1665,Tania Jennings,2022-08-23,2022,8,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,3,NULL,NULL,Stable,3.2,Needs monitoring,0,1189
1666,Kara Ferrell,2022-08-12,2022,8,3,3,NULL,NULL,Stable,0,3,NULL,NULL,Stable,4,NULL,NULL,Stable,3.2,Needs monitoring,0,1200
1667,George Sheppard,2022-10-24,2022,10,1,1,NULL,NULL,Stable,1,3,NULL,NULL,Stable,5,NULL,NULL,Stable,2.4,Employee At-Risk,1,1127
1668,Taniyah Mcmillan,2022-10-01,2022,10,2,2,NULL,NULL,Stable,1,1,NULL,NULL,Stable,3,NULL,NULL,Stable,1.9,Employee At-Risk,1,1150
1669,Kole Avila,2022-09-13,2022,9,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,2.2,Employee At-Risk,1,1168
1670,Ernest Munoz,2022-08-11,2022,8,2,2,NULL,NULL,Stable,1,2,NULL,NULL,Stable,2,NULL,NULL,Stable,2,Employee At-Risk,1,1201
1671,Rose Jordan,2023-07-08,2023,7,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,5,NULL,NULL,Stable,4.4,Employee is engaged,0,870
1672,Amaris Torres,2022-10-08,2022,10,1,1,NULL,NULL,Stable,1,3,NULL,NULL,Stable,4,NULL,NULL,Stable,2.2,Employee At-Risk,1,1143
1673,Titus Lowe,2022-08-19,2022,8,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,5,NULL,NULL,Stable,4,Employee is engaged,0,1193
1674,Savanah Prince,2022-10-04,2022,10,1,1,NULL,NULL,Stable,1,5,NULL,NULL,Stable,5,NULL,NULL,Stable,3,Needs monitoring,0,1147
1675,Dawson Pollard,2023-01-25,2023,1,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,4,NULL,NULL,Stable,3.1,Needs monitoring,0,1034
1676,Moises Day,2023-03-27,2023,3,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,1,NULL,NULL,Stable,2.7,Employee At-Risk,1,973
1677,Sadie Sheppard,2023-03-10,2023,3,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,5,NULL,NULL,Stable,4.7,Employee is engaged,0,990
1678,Soren Coleman,2023-06-21,2023,6,2,2,NULL,NULL,Stable,1,1,NULL,NULL,Stable,1,NULL,NULL,Stable,1.5,Employee At-Risk,1,887
1679,Sage Morris,2023-08-01,2023,8,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,3,NULL,NULL,Stable,4.3,Employee is engaged,0,846
1680,Lillian Steele,2023-03-01,2023,3,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,5,NULL,NULL,Stable,4.7,Employee is engaged,0,999
1681,Deanna Meza,2023-05-30,2023,5,2,2,NULL,NULL,Stable,1,3,NULL,NULL,Stable,4,NULL,NULL,Stable,2.7,Employee At-Risk,1,909
1682,Troy Todd,2023-04-15,2023,4,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,4,NULL,NULL,Stable,4.2,Employee is engaged,0,954
1683,Beckett Shea,2022-12-29,2022,12,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,4,NULL,NULL,Stable,3,Needs monitoring,0,1061
1684,Eve Barker,2022-12-30,2022,12,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,3,NULL,NULL,Stable,2.8,Employee At-Risk,1,1060
1685,Lillie Wilkerson,2023-01-18,2023,1,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,2,NULL,NULL,Stable,2.1,Employee At-Risk,1,1041
1686,Alexis Harrell,2023-02-06,2023,2,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,2,NULL,NULL,Stable,2.6,Employee At-Risk,1,1022
1687,Mylee Snow,2023-08-03,2023,8,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,5,NULL,NULL,Stable,3.7,Needs monitoring,0,844
1688,Elsa Mckenzie,2022-11-12,2022,11,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,5,NULL,NULL,Stable,2.7,Employee At-Risk,1,1108
1689,Kolby Reed,2023-04-26,2023,4,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,5,NULL,NULL,Stable,4.4,Employee is engaged,0,943
1690,Kyler Morales,2022-11-12,2022,11,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,5,NULL,NULL,Stable,2.8,Employee At-Risk,1,1108
1691,Jasiah Walton,2022-11-30,2022,11,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,2.2,Employee At-Risk,1,1090
1692,Urijah Brandt,2023-06-25,2023,6,2,2,NULL,NULL,Stable,1,2,NULL,NULL,Stable,1,NULL,NULL,Stable,1.8,Employee At-Risk,1,883
1693,Gianna Pope,2022-12-18,2022,12,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,1,NULL,NULL,Stable,3.2,Needs monitoring,0,1072
1694,Malia Reynolds,2022-08-31,2022,8,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,3.6,Needs monitoring,0,1181
1695,Claire Gordon,2023-05-25,2023,5,3,3,NULL,NULL,Stable,0,3,NULL,NULL,Stable,3,NULL,NULL,Stable,3,Needs monitoring,0,914
1696,Joshua Hall,2023-05-27,2023,5,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,1,NULL,NULL,Stable,3.4,Needs monitoring,0,912
1697,Mattie Peters,2022-10-15,2022,10,1,1,NULL,NULL,Stable,1,5,NULL,NULL,Stable,2,NULL,NULL,Stable,2.4,Employee At-Risk,1,1136
1698,Makai Nolan,2023-03-21,2023,3,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,4,NULL,NULL,Stable,3.8,Needs monitoring,0,979
1699,Trevon Briggs,2023-04-25,2023,4,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,3,NULL,NULL,Stable,2.8,Employee At-Risk,1,944
1700,Gretchen Weeks,2023-05-04,2023,5,5,5,NULL,NULL,Stable,0,2,NULL,NULL,Stable,4,NULL,NULL,Stable,3.9,Needs monitoring,0,935
1701,Corey Hurst,2023-04-29,2023,4,5,5,NULL,NULL,Stable,0,3,NULL,NULL,Stable,2,NULL,NULL,Stable,3.8,Needs monitoring,0,940
1702,Alison Pugh,2023-01-20,2023,1,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,2.7,Employee At-Risk,1,1039
1703,Kadence Sandoval,2023-02-16,2023,2,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,4,NULL,NULL,Stable,1.6,Employee At-Risk,1,1012
1704,Mckenzie Kim,2023-04-06,2023,4,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,3,NULL,NULL,Stable,3.8,Needs monitoring,0,963
1705,Randall Miller,2023-04-02,2023,4,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,1,NULL,NULL,Stable,3.4,Needs monitoring,0,967
1706,Lailah Hughes,2023-06-19,2023,6,3,3,NULL,NULL,Stable,0,2,NULL,NULL,Stable,5,NULL,NULL,Stable,3.1,Needs monitoring,0,889
1707,Quentin Calderon,2022-10-21,2022,10,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,3,NULL,NULL,Stable,4.3,Employee is engaged,0,1130
1708,Molly Fischer,2023-01-29,2023,1,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,4,NULL,NULL,Stable,4.3,Employee is engaged,0,1030
1709,Anaya Stanton,2023-05-10,2023,5,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,2,NULL,NULL,Stable,4.1,Employee is engaged,0,929
1710,Jaden Houston,2023-07-03,2023,7,1,1,NULL,NULL,Stable,1,2,NULL,NULL,Stable,3,NULL,NULL,Stable,1.7,Employee At-Risk,1,875
1711,Lance Bailey,2023-05-05,2023,5,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,4,NULL,NULL,Stable,3.6,Needs monitoring,0,934
1712,Quintin Hicks,2023-05-12,2023,5,3,3,NULL,NULL,Stable,0,2,NULL,NULL,Stable,3,NULL,NULL,Stable,2.7,Employee At-Risk,1,927
1713,Mauricio Meyers,2022-10-11,2022,10,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,5,NULL,NULL,Stable,4.2,Employee is engaged,0,1140
1714,Tess Reilly,2023-02-27,2023,2,1,1,NULL,NULL,Stable,1,2,NULL,NULL,Stable,3,NULL,NULL,Stable,1.7,Employee At-Risk,1,1001
1715,Reece Callahan,2023-04-16,2023,4,2,2,NULL,NULL,Stable,1,2,NULL,NULL,Stable,5,NULL,NULL,Stable,2.6,Employee At-Risk,1,953
1716,Tyrell Fuentes,2023-01-15,2023,1,2,2,NULL,NULL,Stable,1,1,NULL,NULL,Stable,1,NULL,NULL,Stable,1.5,Employee At-Risk,1,1044
1717,Benjamin Kaufman,2023-03-06,2023,3,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,5,NULL,NULL,Stable,3.6,Needs monitoring,0,994
1718,Ayla Mcgrath,2023-07-19,2023,7,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,5,NULL,NULL,Stable,4.7,Employee is engaged,0,859
1719,Katelyn Stevens,2023-03-29,2023,3,2,2,NULL,NULL,Stable,1,3,NULL,NULL,Stable,1,NULL,NULL,Stable,2.1,Employee At-Risk,1,971
1720,Jaiden Christian,2023-07-10,2023,7,4,4,NULL,NULL,Stable,0,3,NULL,NULL,Stable,2,NULL,NULL,Stable,3.3,Needs monitoring,0,868
1721,Elliott Odonnell,2023-06-30,2023,6,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,4,NULL,NULL,Stable,4.5,Employee is engaged,0,878
1722,Ronnie Dillon,2023-03-16,2023,3,2,2,NULL,NULL,Stable,1,2,NULL,NULL,Stable,4,NULL,NULL,Stable,2.4,Employee At-Risk,1,984
1723,Gideon Saunders,2022-09-16,2022,9,5,5,NULL,NULL,Stable,0,1,NULL,NULL,Stable,5,NULL,NULL,Stable,3.8,Needs monitoring,0,1165
1724,Valerie Davis,2022-09-22,2022,9,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,2,NULL,NULL,Stable,3,Needs monitoring,0,1159
1725,Jamarcus Thomas,2023-04-09,2023,4,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,5,NULL,NULL,Stable,3.2,Needs monitoring,0,960
1726,Alden Powers,2023-06-14,2023,6,3,3,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,3.6,Needs monitoring,0,894
1727,Haylie Arnold,2022-12-22,2022,12,4,4,NULL,NULL,Stable,0,2,NULL,NULL,Stable,4,NULL,NULL,Stable,3.4,Needs monitoring,0,1068
1728,James Cockel,2023-08-01,2023,8,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,2,NULL,NULL,Stable,2.1,Employee At-Risk,1,846
1729,Donna Brill,2023-02-15,2023,2,1,1,NULL,NULL,Stable,1,1,NULL,NULL,Stable,2,NULL,NULL,Stable,1.2,Employee At-Risk,1,1013
1730,Kristen Squatrito,2023-07-03,2023,7,2,2,NULL,NULL,Stable,1,4,NULL,NULL,Stable,4,NULL,NULL,Stable,3,Needs monitoring,0,875
1731,Erasumus Monkfish,2023-06-23,2023,6,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,1,NULL,NULL,Stable,1.9,Employee At-Risk,1,885
1732,May Roberson,2022-10-24,2022,10,1,1,NULL,NULL,Stable,1,5,NULL,NULL,Stable,4,NULL,NULL,Stable,2.8,Employee At-Risk,1,1127
1733,Shana Maurice,2022-10-26,2022,10,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,4.1,Employee is engaged,0,1125
1734,Raul Garcia,2023-04-04,2023,4,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,4,NULL,NULL,Stable,3.1,Needs monitoring,0,965
1735,Rachael Baczenski,2023-05-10,2023,5,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,5,NULL,NULL,Stable,4.2,Employee is engaged,0,929
1736,Enrico Langton,2023-04-21,2023,4,3,3,NULL,NULL,Stable,0,1,NULL,NULL,Stable,3,NULL,NULL,Stable,2.4,Employee At-Risk,1,948
1737,Colleen Zima,2023-03-30,2023,3,4,4,NULL,NULL,Stable,0,5,NULL,NULL,Stable,2,NULL,NULL,Stable,3.9,Needs monitoring,0,970
1738,Phil Close,2022-11-13,2022,11,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,2,NULL,NULL,Stable,2.7,Employee At-Risk,1,1107
1739,Hang T Wolk,2022-10-10,2022,10,2,2,NULL,NULL,Stable,1,5,NULL,NULL,Stable,1,NULL,NULL,Stable,2.7,Employee At-Risk,1,1141
1740,Lei-Ming Nguyen,2022-09-20,2022,9,5,5,NULL,NULL,Stable,0,4,NULL,NULL,Stable,4,NULL,NULL,Stable,4.5,Employee is engaged,0,1161
1741,Denisa S Dobrin,2022-08-22,2022,8,3,3,NULL,NULL,Stable,0,4,NULL,NULL,Stable,2,NULL,NULL,Stable,3.1,Needs monitoring,0,1190
1742,Maryellen Jackson,2023-05-20,2023,5,5,5,NULL,NULL,Stable,0,5,NULL,NULL,Stable,3,NULL,NULL,Stable,4.6,Employee is engaged,0,919
1743,David Gordon,2023-04-20,2023,4,4,4,NULL,NULL,Stable,0,1,NULL,NULL,Stable,5,NULL,NULL,Stable,3.3,Needs monitoring,0,949
1744,Mei Trang,2023-05-02,2023,5,2,2,NULL,NULL,Stable,1,1,NULL,NULL,Stable,4,NULL,NULL,Stable,2.1,Employee At-Risk,1,937
1745,Lindsey Langford,2022-11-14,2022,11,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,3,NULL,NULL,Stable,3.8,Needs monitoring,0,1106
1746,Brad Pitt,2023-06-20,2023,6,4,4,NULL,NULL,Stable,0,3,NULL,NULL,Stable,4,NULL,NULL,Stable,3.7,Needs monitoring,0,888
1747,Susan Good,2023-03-28,2023,3,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,4,NULL,NULL,Stable,2.5,Employee At-Risk,1,972
1748,Ashley Rose,2023-02-12,2023,2,3,3,NULL,NULL,Stable,0,2,NULL,NULL,Stable,4,NULL,NULL,Stable,2.9,Employee At-Risk,1,1016
1749,Kaeden Gonzales,2022-08-05,2022,8,1,1,NULL,NULL,Stable,1,4,NULL,NULL,Stable,5,NULL,NULL,Stable,2.7,Employee At-Risk,1,1207
1750,Alissa Frey,2022-11-13,2022,11,1,1,NULL,NULL,Stable,1,2,NULL,NULL,Stable,5,NULL,NULL,Stable,2.1,Employee At-Risk,1,1107
1751,Presley Steele,2022-08-24,2022,8,4,4,NULL,NULL,Stable,0,4,NULL,NULL,Stable,1,NULL,NULL,Stable,3.4,Needs monitoring,0,1188
