EmployeeID,Full Name,StartDate,ExitDate,Job Title,Department Type,Gender Code,Race Description,Tenure_Days,Is_Active_Flag,Joining year,Exit year,Start Date Age,Exit Date Age,Age Group,Performance Category,Employee Lifetime Value,Seniority Level,Tenure Risk Score,Age Risk Score,Performance Risk Score,Retention Risk Category
1228,Jaquan Rowland,2021-08-30,NULL,Production Technician I,Production,Female,Other,0,1,2021,0,27,0,25-34,Fully Meets,Low Value,Junior,2,2,3,High risk
1229,David Velez,2020-01-27,NULL,Production Technician I,Production,Female,Black,0,1,2020,0,68,0,55+,Fully Meets,Low Value,Junior,2,1,3,Medium
1230,Joslyn Patel,2022-03-04,NULL,Production Technician I,Production,Female,Hispanic,0,1,2022,0,48,0,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1231,Colt Archer,2020-03-07,NULL,Production Manager,Production,Female,Black,0,1,2020,0,26,0,25-34,Fully Meets,Low Value,Junior,2,2,3,High risk
1232,Abbigail Cameron,2020-03-19,NULL,Production Manager,Production,Female,Other,0,1,2020,0,73,0,55+,Fully Meets,Low Value,Junior,2,1,3,Medium
1233,Anastasia Escobar,2022-07-23,NULL,Production Technician II,Production,Male,Other,0,1,2022,0,30,0,25-34,Fully Meets,Low Value,Junior,3,2,3,High risk
1234,Ronin Mclaughlin,2019-10-18,2021-10-03,Production Technician II,Production,Female,Black,716,0,2019,2021,72,74,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1235,Aliana Pena,2020-04-14,NULL,Production Technician II,Production,Female,Other,0,1,2020,0,22,0,25-34,Fully Meets,Low Value,Junior,2,2,3,High risk
1236,Ramon Goodwin,2018-11-25,2019-07-25,Production Technician II,Production,Female,White,242,0,2018,2019,72,73,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1237,Cory Saunders,2021-03-23,2022-08-26,Production Technician II,Production,Female,Black,521,0,2021,2022,46,47,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1238,Alessandra Huynh,2020-10-27,2021-11-08,Production Technician I,Production,Female,Other,377,0,2020,2021,52,53,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1239,Maeve Holmes,2022-06-11,2023-06-29,Production Technician I,Production,Female,Hispanic,383,0,2022,2023,21,22,Under 25,Fully Meets,Low Value,Junior,3,5,3,High risk
1240,Alejandra Mclean,2020-03-19,NULL,Production Technician I,Production,Female,Asian,0,1,2020,0,35,0,35-44,Fully Meets,Low Value,Junior,2,4,3,High risk
1241,Reuben Potter,2019-11-07,2022-12-07,Production Technician I,Production,Female,Black,1126,0,2019,2022,27,30,25-34,Fully Meets,Medium Value,Mid,3,2,3,High risk
1242,Marilyn Greer,2023-04-24,NULL,Production Technician I,Production,Female,White,0,1,2023,0,64,0,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1243,Camila Nichols,2020-06-04,NULL,Production Technician I,Production,Female,White,0,1,2020,0,41,0,45-54,Fully Meets,Low Value,Junior,2,3,3,High risk
1244,Iris Bruce,2022-05-23,NULL,Production Technician I,Production,Male,Asian,0,1,2022,0,68,0,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1245,Henry Pratt,2019-05-17,NULL,Production Technician I,Production,Male,White,0,1,2019,0,58,0,55+,Fully Meets,Low Value,Junior,1,1,3,Medium
1246,Kira Soto,2018-09-28,2021-04-25,Production Technician I,Production,Male,Black,940,0,2018,2021,75,78,55+,Fully Meets,Medium Value,Junior,3,1,3,High risk
1247,Ashanti Scott,2019-03-04,NULL,Production Technician I,Production,Female,Other,0,1,2019,0,47,0,45-54,Fully Meets,Low Value,Junior,1,3,3,High risk
1248,Sarahi Burke,2021-03-29,2021-12-01,Production Technician I,Production,Female,White,247,0,2021,2021,33,33,35-44,Fully Meets,Low Value,Junior,4,4,3,High risk
1249,Aimee Terry,2019-07-07,2020-02-14,Production Technician I,Production,Female,Asian,222,0,2019,2020,23,24,25-34,Fully Meets,Low Value,Junior,3,2,3,High risk
1250,Jerimiah Jackson,2018-09-06,NULL,Production Technician I,Production,Female,Black,0,1,2018,0,28,0,35-44,Fully Meets,Low Value,Junior,1,4,3,High risk
1251,Callie Murray,2018-09-25,NULL,Production Technician I,Production,Female,Asian,0,1,2018,0,70,0,55+,Fully Meets,Low Value,Junior,1,1,3,Medium
1252,Fabian Young,2022-03-11,2022-04-25,Production Manager,Production,Female,Asian,45,0,2022,2022,40,40,35-44,Fully Meets,Low Value,Junior,4,4,3,High risk
1253,Juliette Morton,2020-07-13,2021-10-06,Production Manager,Production,Female,Asian,450,0,2020,2021,49,50,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1254,Alyvia Sellers,2020-06-22,NULL,Production Technician II,Production,Female,White,0,1,2020,0,70,0,55+,Fully Meets,Low Value,Junior,2,1,3,Medium
1255,Tyler Gay,2019-09-30,2021-03-02,Production Technician II,Production,Female,Black,519,0,2019,2021,35,37,35-44,Fully Meets,Low Value,Junior,3,4,3,High risk
1256,Noemi Randall,2020-01-08,NULL,Production Technician II,Production,Female,White,0,1,2020,0,29,0,25-34,Fully Meets,Low Value,Junior,2,2,3,High risk
1257,Jazlene Lozano,2021-10-16,NULL,Production Technician II,Production,Female,Asian,0,1,2021,0,43,0,45-54,Fully Meets,Low Value,Junior,2,3,3,High risk
1258,Jennifer Salazar,2022-06-29,NULL,Production Technician II,Production,Female,Other,0,1,2022,0,45,0,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1259,Vaughn Leonard,2022-05-01,2023-04-24,Production Technician I,Production,Male,White,358,0,2022,2023,66,67,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1260,Caitlin Robertson,2018-08-16,NULL,Production Technician I,Production,Female,Asian,0,1,2018,0,61,0,55+,Fully Meets,Low Value,Junior,1,1,3,Medium
1261,Elyse Huerta,2019-12-27,NULL,Production Technician I,Production,Female,Hispanic,0,1,2019,0,60,0,55+,Fully Meets,Low Value,Junior,1,1,3,Medium
1262,Kyle Sanders,2021-07-01,2023-03-28,Production Technician I,Production,Female,Hispanic,635,0,2021,2023,44,46,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1263,Barrett Jennings,2022-10-20,NULL,Production Technician I,Production,Female,Hispanic,0,1,2022,0,70,0,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1264,Darius Koch,2019-02-15,NULL,Production Technician I,Production,Female,Hispanic,0,1,2019,0,21,0,25-34,Fully Meets,Low Value,Junior,1,2,3,Medium
1265,Kolton Dawson,2022-01-17,2022-07-25,Production Technician I,Production,Male,Black,189,0,2022,2022,46,46,45-54,Fully Meets,Low Value,Junior,4,3,3,High risk
1266,Ciara Cole,2021-11-14,2022-07-01,Production Technician I,Production,Male,Hispanic,229,0,2021,2022,50,51,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1267,Virginia Wallace,2020-11-14,2020-12-22,Production Technician I,Production,Female,White,38,0,2020,2020,49,49,45-54,Fully Meets,Low Value,Junior,4,3,3,High risk
1268,Malik Ochoa,2023-02-25,NULL,Production Technician I,Production,Female,Other,0,1,2023,0,62,0,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1269,Elyse Pratt,2022-08-23,NULL,Production Technician I,Production,Female,Black,0,1,2022,0,57,0,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1270,Yahir Hill,2019-05-01,2019-12-31,Production Technician I,Production,Female,Hispanic,244,0,2019,2019,52,52,55+,Fully Meets,Low Value,Junior,4,1,3,High risk
1271,Harley Abbott,2020-04-26,NULL,Production Technician I,Production,Female,Asian,0,1,2020,0,69,0,55+,Fully Meets,Low Value,Junior,2,1,3,Medium
1272,Dawson Pratt,2021-02-08,2022-07-15,Production Technician I,Production,Female,Black,522,0,2021,2022,50,51,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1273,Michaela Smith,2020-10-29,2021-01-26,Production Manager,Production,Female,Asian,89,0,2020,2021,63,64,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1274,Lillie Leblanc,2022-11-22,NULL,Production Manager,Production,Female,Black,0,1,2022,0,47,0,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1275,Sincere Rivera,2022-10-11,NULL,Production Technician II,Production,Female,Other,0,1,2022,0,40,0,35-44,Fully Meets,Low Value,Junior,3,4,3,High risk
1276,Lucas Good,2019-12-28,NULL,Production Technician II,Production,Female,White,0,1,2019,0,41,0,45-54,Fully Meets,Low Value,Junior,1,3,3,High risk
1277,Jonas Hernandez,2019-04-11,NULL,Production Technician II,Production,Female,Other,0,1,2019,0,35,0,35-44,Fully Meets,Low Value,Junior,1,4,3,High risk
1278,Cason Tyler,2020-10-26,NULL,Production Technician II,Production,Female,White,0,1,2020,0,65,0,55+,Fully Meets,Low Value,Junior,2,1,3,Medium
1279,Malachi Singleton,2021-07-09,2023-01-27,Production Technician II,Production,Female,White,567,0,2021,2023,27,29,25-34,Fully Meets,Low Value,Junior,3,2,3,High risk
1280,Natalie Christensen,2022-01-12,NULL,Production Technician I,Production,Male,Black,0,1,2022,0,78,0,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1281,Jordyn Sheppard,2020-08-07,2021-07-20,Production Technician I,Production,Female,White,347,0,2020,2021,52,53,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1282,Rohan Matthews,2021-04-10,2022-11-19,Production Technician I,Production,Female,Black,588,0,2021,2022,41,42,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1283,Taniya Stafford,2021-01-11,NULL,Production Technician I,Production,Female,Asian,0,1,2021,0,21,0,25-34,Fully Meets,Low Value,Junior,2,2,3,High risk
1284,Cherish Preston,2019-12-08,NULL,Production Technician I,Production,Female,Other,0,1,2019,0,34,0,35-44,Fully Meets,Low Value,Junior,1,4,3,High risk
1285,Briley Hanson,2021-09-26,NULL,Production Technician I,Production,Male,Hispanic,0,1,2021,0,27,0,25-34,Fully Meets,Low Value,Junior,2,2,3,High risk
1286,Hugo Tate,2021-09-09,2021-10-28,Production Technician I,Production,Male,Asian,49,0,2021,2021,22,22,25-34,Fully Meets,Low Value,Junior,4,2,3,High risk
1287,Daniel Griffin,2020-09-19,2023-02-20,Production Technician I,Production,Female,Black,884,0,2020,2023,77,80,55+,Fully Meets,Medium Value,Junior,3,1,3,High risk
1288,Dakota Salinas,2022-01-11,2022-10-26,Production Technician I,Production,Female,Hispanic,288,0,2022,2022,24,24,25-34,Fully Meets,Low Value,Junior,4,2,3,High risk
1289,Janiyah Ballard,2019-07-18,NULL,Production Technician I,Production,Female,Other,0,1,2019,0,77,0,55+,Fully Meets,Low Value,Junior,1,1,3,Medium
1290,Annika Malone,2021-04-13,NULL,Production Technician I,Production,Female,White,0,1,2021,0,25,0,25-34,Fully Meets,Low Value,Junior,2,2,3,High risk
1291,Celeste Lin,2023-06-17,2023-07-27,Production Technician I,Production,Female,Black,40,0,2023,2023,35,35,35-44,Fully Meets,Low Value,Junior,4,4,3,High risk
1292,Larissa Warner,2018-10-27,NULL,Production Technician I,Production,Female,White,0,1,2018,0,75,0,55+,Fully Meets,Low Value,Junior,1,1,3,Medium
1293,Lawrence Cross,2021-06-01,2023-04-29,Production Technician I,Production,Female,Asian,697,0,2021,2023,28,30,25-34,Fully Meets,Low Value,Junior,3,2,3,High risk
1294,Kara Barnes,2023-04-07,2023-05-07,Production Manager,Production,Female,Hispanic,30,0,2023,2023,53,53,55+,Fully Meets,Low Value,Junior,4,1,3,High risk
1295,Emery Schmidt,2021-06-13,NULL,Production Technician II,Production,Female,Other,0,1,2021,0,51,0,55+,Fully Meets,Low Value,Junior,2,1,3,Medium
1296,Adalyn Vaughan,2019-03-13,2020-09-12,Production Technician II,Production,Female,Asian,549,0,2019,2020,34,35,35-44,Fully Meets,Low Value,Junior,3,4,3,High risk
1297,Chase Lloyd,2019-05-24,2021-10-09,Production Technician II,Production,Female,Other,869,0,2019,2021,51,53,55+,Fully Meets,Medium Value,Junior,3,1,3,High risk
1298,Hallie Delacruz,2023-02-25,NULL,Production Technician II,Production,Female,Black,0,1,2023,0,40,0,35-44,Fully Meets,Low Value,Junior,3,4,3,High risk
1299,Tia Atkins,2020-03-24,NULL,Production Technician II,Production,Female,Asian,0,1,2020,0,67,0,55+,Fully Meets,Low Value,Junior,2,1,3,Medium
1300,Nia Nicholson,2021-06-12,NULL,Production Technician II,Production,Female,Black,0,1,2021,0,54,0,55+,Fully Meets,Low Value,Junior,2,1,3,Medium
1301,Lilian Norton,2019-03-22,2022-03-23,Production Technician I,Production,Female,Asian,1097,0,2019,2022,69,72,55+,Fully Meets,Medium Value,Mid,3,1,3,High risk
1302,Aliana Pennington,2021-03-08,2022-12-17,Production Technician I,Production,Female,Other,649,0,2021,2022,21,22,25-34,Fully Meets,Low Value,Junior,3,2,3,High risk
1303,Estrella Benitez,2020-05-15,NULL,Production Technician I,Production,Female,Hispanic,0,1,2020,0,63,0,55+,Fully Meets,Low Value,Junior,2,1,3,Medium
1304,Kylie Gilbert,2023-01-24,NULL,Production Technician I,Production,Female,Asian,0,1,2023,0,27,0,25-34,Fully Meets,Low Value,Junior,3,2,3,High risk
1305,Oscar Munoz,2021-01-06,2022-12-30,Production Technician I,Production,Male,White,723,0,2021,2022,23,24,25-34,Fully Meets,Low Value,Junior,3,2,3,High risk
1306,Dane Barton,2021-04-16,NULL,Production Technician I,Production,Male,Hispanic,0,1,2021,0,24,0,25-34,Fully Meets,Low Value,Junior,2,2,3,High risk
1307,Dexter Cline,2021-09-22,2021-10-25,Production Technician I,Production,Male,Black,33,0,2021,2021,40,40,35-44,Fully Meets,Low Value,Junior,4,4,3,High risk
1308,Atticus Frost,2022-06-28,2023-03-07,Production Technician I,Production,Female,Asian,252,0,2022,2023,42,43,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1309,Yamilet Cohen,2020-08-17,NULL,Production Technician I,Production,Female,Other,0,1,2020,0,40,0,45-54,Fully Meets,Low Value,Junior,2,3,3,High risk
1310,Emmalee Reynolds,2023-04-03,2023-07-21,Production Technician I,Production,Female,Asian,109,0,2023,2023,35,35,35-44,Fully Meets,Low Value,Junior,4,4,3,High risk
1311,Moshe Taylor,2023-05-26,2023-06-12,Production Technician I,Production,Male,Asian,17,0,2023,2023,36,36,35-44,Fully Meets,Low Value,Junior,4,4,3,High risk
1312,Irene Melton,2021-04-10,NULL,Production Technician I,Production,Female,Black,0,1,2021,0,24,0,25-34,Fully Meets,Low Value,Junior,2,2,3,High risk
1313,Eddie Whitney,2023-04-18,NULL,Production Technician I,Production,Female,Hispanic,0,1,2023,0,66,0,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1314,Marcel Gomez,2021-10-13,2023-06-21,Production Technician I,Production,Female,White,616,0,2021,2023,25,27,25-34,Fully Meets,Low Value,Junior,3,2,3,High risk
1315,Amy Foster-Baker,2020-10-10,NULL,Sr. Accountant,Admin Offices,Female,Asian,0,1,2020,0,64,0,55+,Fully Meets,Low Value,Junior,2,1,3,Medium
1316,Janet King,2019-01-20,2021-09-15,President & CEO,Executive Office,Female,Asian,969,0,2019,2021,64,66,55+,Fully Meets,Medium Value,Junior,3,1,3,High risk
1317,Bonalyn Boutwell,2021-05-09,2022-10-27,Sr. Accountant,Admin Offices,Female,Black,536,0,2021,2022,71,72,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1318,Nan Singh,2023-07-29,2023-08-04,Administrative Assistant,Admin Offices,Female,White,6,0,2023,2023,39,39,35-44,Fully Meets,Low Value,Junior,4,4,3,High risk
1319,Tyrone Steans,2019-08-24,2022-12-14,Accountant I,Admin Offices,Male,Asian,1208,0,2019,2022,55,58,55+,Fully Meets,Medium Value,Mid,3,1,3,High risk
1320,Estelle Howard,2018-12-25,NULL,Administrative Assistant,Admin Offices,Female,White,0,1,2018,0,35,0,35-44,Fully Meets,Low Value,Junior,1,4,3,High risk
1321,William LaRotonda,2021-05-27,2021-08-24,Accountant I,Admin Offices,Male,Black,89,0,2021,2021,63,63,55+,Fully Meets,Low Value,Junior,4,1,3,High risk
1322,Mia Brown,2023-02-02,2023-06-23,Accountant I,Admin Offices,Female,Hispanic,141,0,2023,2023,38,38,35-44,Fully Meets,Low Value,Junior,4,4,3,High risk
1323,Leigh Ann Smith,2022-12-06,NULL,Administrative Assistant,Admin Offices,Female,Black,0,1,2022,0,69,0,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1324,Peter Foley,2021-07-23,NULL,Accountant I,Admin Offices,Female,Hispanic,0,1,2021,0,35,0,35-44,Fully Meets,Low Value,Junior,2,4,3,High risk
1325,Maximus Carney,2019-11-16,NULL,Accountant I,Admin Offices,Female,Black,0,1,2019,0,37,0,35-44,Fully Meets,Low Value,Junior,1,4,3,High risk
1326,Jaida Sweeney,2020-03-08,2021-11-07,Sr. Network Engineer,Admin Offices,Male,White,609,0,2020,2021,43,44,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1327,Rhys Lawson,2019-01-14,NULL,Sr. Network Engineer,Admin Offices,Male,White,0,1,2019,0,59,0,55+,Fully Meets,Low Value,Junior,1,1,3,Medium
1328,Skyler Robles,2020-02-29,2021-09-23,Sr. Network Engineer,IT/IS,Male,Asian,572,0,2020,2021,45,46,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1329,Allyson Keller,2022-11-25,2023-04-12,Software Engineer,Software Engineering,Male,Black,138,0,2022,2023,64,65,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1330,Eddie Bauer,2022-09-15,2023-05-05,Accountant I,Admin Offices,Female,White,232,0,2022,2023,32,33,35-44,Fully Meets,Low Value,Junior,3,4,3,High risk
1331,Roger Taylor,2021-08-11,NULL,Accountant I,Admin Offices,Female,Black,0,1,2021,0,75,0,55+,Fully Meets,Low Value,Junior,2,1,3,Medium
1332,Marshall Sellers,2023-08-03,NULL,Sr. Network Engineer,Admin Offices,Male,Hispanic,0,1,2023,0,77,0,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1333,Cloe Mcgrath,2022-03-14,NULL,Sr. Network Engineer,IT/IS,Male,Black,0,1,2022,0,44,0,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1334,Susan Gordon,2020-09-01,2020-11-29,Sr. Network Engineer,IT/IS,Male,Other,89,0,2020,2020,68,68,55+,Fully Meets,Low Value,Junior,4,1,3,High risk
1335,Makenna Newton,2021-10-31,NULL,Software Engineer,Software Engineering,Female,White,0,1,2021,0,74,0,55+,Fully Meets,Low Value,Junior,2,1,3,Medium
1336,Kellen Smith,2020-02-26,2023-03-30,Accountant I,Admin Offices,Female,Black,1128,0,2020,2023,73,76,55+,Fully Meets,Medium Value,Mid,3,1,3,High risk
1337,Sherlyn Carroll,2018-08-10,2021-12-07,Accountant I,Admin Offices,Female,White,1215,0,2018,2021,65,68,55+,Fully Meets,Medium Value,Mid,3,1,3,High risk
1338,Rogelio Flores,2020-09-30,NULL,Sr. Network Engineer,Admin Offices,Male,Other,0,1,2020,0,32,0,35-44,Fully Meets,Low Value,Junior,2,4,3,High risk
1339,Kadence Gentry,2021-04-01,2022-08-14,Sr. Network Engineer,IT/IS,Male,Hispanic,500,0,2021,2022,40,41,35-44,Fully Meets,Low Value,Junior,3,4,3,High risk
1340,Willow Golden,2021-03-21,2021-11-21,Sr. Network Engineer,IT/IS,Male,White,245,0,2021,2021,76,76,55+,Fully Meets,Low Value,Junior,4,1,3,High risk
1341,Amiyah Sims,2021-11-03,NULL,Software Engineering Manager,Software Engineering,Female,Hispanic,0,1,2021,0,42,0,45-54,Fully Meets,Low Value,Junior,2,3,3,High risk
1342,Jeffery Hogan,2019-06-22,2019-08-26,Accountant I,Admin Offices,Female,Asian,65,0,2019,2019,34,34,35-44,Fully Meets,Low Value,Junior,4,4,3,High risk
1343,Shaniya Hamilton,2019-11-12,2023-05-19,Accountant I,Admin Offices,Female,White,1284,0,2019,2023,61,65,55+,Fully Meets,Medium Value,Mid,2,1,3,Medium
1344,Johan Willis,2022-09-20,NULL,Accountant I,Admin Offices,Male,White,0,1,2022,0,42,0,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1345,Seth Alvarez,2023-01-27,NULL,Sr. Network Engineer,Admin Offices,Male,Other,0,1,2023,0,45,0,45-54,Fully Meets,Low Value,Junior,3,3,3,High risk
1346,Aron Grant,2021-02-21,2022-08-22,Sr. Network Engineer,IT/IS,Male,White,547,0,2021,2022,73,74,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1347,Haleigh Carter,2022-03-04,2023-01-18,Sr. Network Engineer,IT/IS,Male,Hispanic,320,0,2022,2023,27,28,25-34,Fully Meets,Low Value,Junior,3,2,3,High risk
1348,Tatiana Ayala,2019-04-21,2020-12-02,Software Engineering Manager,Software Engineering,Female,Other,591,0,2019,2020,26,27,25-34,Fully Meets,Low Value,Junior,3,2,3,High risk
1349,Kaylynn Mcguire,2021-08-02,2022-11-26,Accountant I,Admin Offices,Female,White,481,0,2021,2022,72,73,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1350,Timothy Villarreal,2022-03-04,NULL,Accountant I,Admin Offices,Female,Black,0,1,2022,0,54,0,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1351,Elliott Petersen,2021-03-28,NULL,Accountant I,Admin Offices,Male,White,0,1,2021,0,23,0,25-34,Fully Meets,Low Value,Junior,2,2,3,High risk
1352,Lily Tyler,2018-08-08,2023-06-01,Sr. Network Engineer,Admin Offices,Male,Other,1758,0,2018,2023,44,49,45-54,Fully Meets,Medium Value,Senior,2,3,3,High risk
1353,Noe Mann,2020-09-15,2022-01-06,Sr. Network Engineer,IT/IS,Male,White,478,0,2020,2022,74,76,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1354,Christina Terry,2020-10-28,2022-02-27,Software Engineering Manager,Software Engineering,Female,Black,487,0,2020,2022,61,63,55+,Fully Meets,Low Value,Junior,3,1,3,High risk
1355,Niko Durham,2021-06-16,2021-11-23,Administrative Assistant,Admin Offices,Female,Hispanic,160,0,2021,2021,76,76,55+,Fully Meets,Low Value,Junior,4,1,3,High risk
1356,Dante Strong,2023-03-20,2023-06-21,Accountant I,Admin Offices,Female,Hispanic,93,0,2023,2023,35,35,35-44,Fully Meets,Low Value,Junior,4,4,3,High risk
1357,Angeline Perez,2018-09-07,2021-07-16,Accountant I,Admin Offices,Male,Black,1043,0,2018,2021,46,49,45-54,Fully Meets,Medium Value,Junior,3,3,3,High risk
1358,Jairo Blanchard,2018-11-08,2022-10-28,Accountant I,Admin Offices,Male,Black,1450,0,2018,2022,22,26,25-34,Fully Meets,Medium Value,Mid,2,2,3,High risk
1359,Rishi Watkins,2019-01-26,NULL,Sr. Network Engineer,Admin Offices,Male,Asian,0,1,2019,0,21,0,25-34,Fully Meets,Low Value,Junior,1,2,3,Medium
1360,Immanuel Goodwin,2021-08-30,NULL,Sr. Network Engineer,IT/IS,Male,Asian,0,1,2021,0,57,0,55+,Performance Improvement Plan,Low Value,Junior,2,1,2,Medium
1361,Elle Berry,2023-03-08,2023-03-30,Sr. Accountant,Admin Offices,Female,Black,22,0,2023,2023,74,74,55+,Exceeds,Low Value,Junior,4,1,4,High risk
1362,Raphael Francis,2019-11-10,2020-12-03,Administrative Assistant,Admin Offices,Female,Asian,389,0,2019,2020,36,37,35-44,Exceeds,Low Value,Junior,3,4,4,High risk
1363,Hadley Barrett,2023-07-28,NULL,Accountant I,Admin Offices,Female,Asian,0,1,2023,0,41,0,35-44,Performance Improvement Plan,Low Value,Junior,3,4,2,High risk
1364,Mollie Jenkins,2019-04-03,2019-08-05,Accountant I,Admin Offices,Male,White,124,0,2019,2019,46,46,45-54,Exceeds,Low Value,Junior,4,3,4,High risk
1365,Cali Nolan,2019-07-24,NULL,Accountant I,Admin Offices,Male,Hispanic,0,1,2019,0,37,0,35-44,Exceeds,Low Value,Junior,1,4,4,High risk
1366,Malik Crane,2022-04-29,2022-12-11,Sr. Network Engineer,IT/IS,Male,Black,226,0,2022,2022,72,72,55+,Exceeds,Low Value,Junior,4,1,4,High risk
1367,Bryce Higgins,2020-10-06,NULL,Sr. Network Engineer,IT/IS,Female,White,0,1,2020,0,30,0,35-44,Exceeds,Low Value,Junior,2,4,4,High risk
1368,Beatrice Bean,2020-04-04,NULL,Sr. Accountant,Admin Offices,Female,White,0,1,2020,0,27,0,25-34,Exceeds,Low Value,Junior,2,2,4,High risk
1369,Shea Novak,2021-03-26,NULL,Administrative Assistant,Sales,Female,Black,0,1,2021,0,47,0,45-54,Exceeds,Low Value,Junior,2,3,4,High risk
1370,Mateo Mcdaniel,2022-05-19,NULL,Administrative Assistant,Admin Offices,Female,Black,0,1,2022,0,30,0,25-34,Exceeds,Low Value,Junior,3,2,4,High risk
1371,Arianna Carlson,2021-08-28,2021-10-16,Accountant I,Admin Offices,Female,Black,49,0,2021,2021,64,64,55+,Exceeds,Low Value,Junior,4,1,4,High risk
1372,Frankie Davenport,2022-11-24,NULL,Accountant I,Admin Offices,Male,White,0,1,2022,0,31,0,25-34,Exceeds,Low Value,Junior,3,2,4,High risk
1373,Morgan Hammond,2022-01-12,2022-11-11,Accountant I,Admin Offices,Male,Other,303,0,2022,2022,36,36,35-44,Exceeds,Low Value,Junior,4,4,4,High risk
1374,Judith Mccullough,2019-07-07,NULL,Sr. Network Engineer,IT/IS,Female,White,0,1,2019,0,77,0,55+,Exceeds,Low Value,Junior,1,1,4,Medium
1375,Luca Francis,2021-07-14,NULL,Sr. Accountant,Admin Offices,Female,Asian,0,1,2021,0,22,0,25-34,Exceeds,Low Value,Junior,2,2,4,High risk
1376,Mallory Figueroa,2019-12-03,2022-02-10,Administrative Assistant,Sales,Female,Other,800,0,2019,2022,61,64,55+,Exceeds,Medium Value,Junior,3,1,4,High risk
1377,Larissa Douglas,2021-03-03,2021-07-10,Administrative Assistant,Admin Offices,Female,White,129,0,2021,2021,53,53,55+,Exceeds,Low Value,Junior,4,1,4,High risk
1378,Konnor Rivas,2022-06-13,NULL,Accountant I,Admin Offices,Female,White,0,1,2022,0,47,0,45-54,Performance Improvement Plan,Low Value,Junior,3,3,2,High risk
1379,Fernanda Yu,2023-01-23,NULL,Accountant I,Admin Offices,Male,White,0,1,2023,0,39,0,35-44,Exceeds,Low Value,Junior,3,4,4,High risk
1380,Solomon Paul,2020-09-06,NULL,Accountant I,Admin Offices,Male,Hispanic,0,1,2020,0,67,0,55+,Exceeds,Low Value,Junior,2,1,4,High risk
1381,Emiliano Young,2022-10-17,NULL,Sr. Network Engineer,IT/IS,Female,Other,0,1,2022,0,22,0,25-34,Performance Improvement Plan,Low Value,Junior,3,2,2,High risk
1382,Mason Ellis,2019-06-07,NULL,Sr. Accountant,Admin Offices,Female,White,0,1,2019,0,51,0,55+,Exceeds,Low Value,Junior,1,1,4,Medium
1383,Athena Moore,2022-01-28,2022-09-16,Sr. Accountant,Admin Offices,Female,Hispanic,231,0,2022,2022,28,28,25-34,Exceeds,Low Value,Junior,4,2,4,High risk
1384,Karla Farrell,2020-07-01,2021-03-05,Administrative Assistant,Admin Offices,Female,Other,247,0,2020,2021,64,65,55+,Performance Improvement Plan,Low Value,Junior,3,1,2,Medium
1385,Anderson Meadows,2020-05-30,NULL,Administrative Assistant,Admin Offices,Female,Hispanic,0,1,2020,0,54,0,55+,Performance Improvement Plan,Low Value,Junior,2,1,2,Medium
1386,Jacey Braun,2019-10-05,2023-02-04,Accountant I,Admin Offices,Female,White,1218,0,2019,2023,43,47,45-54,Exceeds,Medium Value,Mid,2,3,4,High risk
1387,Nathan Kline,2021-11-06,2023-04-20,Accountant I,Admin Offices,Male,Hispanic,530,0,2021,2023,70,72,55+,Performance Improvement Plan,Low Value,Junior,3,1,2,Medium
