Employee ID,Training Program Name,Trainer,Training Date,Training Year,Training Month,Training Quarter,Training Outcome,Is Completed,Is Passed,Training Count Per Employee,Training Duration Days,Training Hours,Training Cost,Cost per Day,Program Popularity,Trainer Effectiveness
1732,Project Management,Derrick Wallace,2023-07-06,2023,7,Q3,Completed,1,0,1,1,8,562.06,562.06,609,1
2464,Leadership Development,Derrick Young,2023-07-14,2023,7,Q3,Passed,0,1,1,1,8,795.5,795.5,574,1
3928,Leadership Development,Devin Clark MD,2022-09-11,2022,9,Q3,Failed,0,0,1,1,8,799.99,799.99,574,0
1396,Communication Skills,Diana Benton,2022-09-13,2022,9,Q3,Completed,1,0,1,3,24,632.28,210.76,673,1
1494,Customer Service,Diana Johnson,2023-02-01,2023,2,Q1,Passed,0,1,1,5,40,978.89,195.78,565,1
2586,Customer Service,Diana Walsh,2022-08-05,2022,8,Q3,Completed,1,0,1,5,40,222.04,44.41,565,1
1434,Project Management,Diane Alvarado,2023-04-27,2023,4,Q2,Incomplete,0,0,1,2,16,746.99,373.5,609,0
2022,Leadership Development,Diane Carlson,2022-10-09,2022,10,Q4,Incomplete,0,0,1,3,24,742.84,247.61,574,0
3015,Customer Service,Diane Duran,2022-11-18,2022,11,Q4,Completed,1,0,1,1,8,108.95,108.95,565,1
3038,Customer Service,Diane Freeman,2022-08-17,2022,8,Q3,Incomplete,0,0,1,5,40,244.22,48.84,565,0
1662,Technical Skills,Diane Lam,2023-02-18,2023,2,Q1,Failed,0,0,1,3,24,241.19,80.4,579,0
2230,Project Management,Diane Larson,2023-08-03,2023,8,Q3,Passed,0,1,1,3,24,634.34,211.45,609,1
2021,Project Management,Dominic Spencer,2023-04-29,2023,4,Q2,Incomplete,0,0,1,4,32,646.72,161.68,609,0
3950,Technical Skills,Dominique Gordon,2023-04-22,2023,4,Q2,Completed,1,0,1,2,16,119.24,59.62,579,1
2514,Technical Skills,Dominique Hughes,2023-06-14,2023,6,Q2,Incomplete,0,0,1,3,24,538.16,179.39,579,0
1306,Technical Skills,Donald Anderson,2023-07-13,2023,7,Q3,Failed,0,0,1,4,32,443.99,111,579,0
3000,Technical Skills,Donald Crane,2023-05-11,2023,5,Q2,Incomplete,0,0,1,2,16,172.72,86.36,579,0
1904,Leadership Development,Donald Franklin,2022-10-20,2022,10,Q4,Failed,0,0,1,1,8,576.1,576.1,574,0
1262,Communication Skills,Donald Gregory,2023-01-17,2023,1,Q1,Passed,0,1,1,2,16,711.8,355.9,673,1
3431,Technical Skills,Donald Martinez,2023-07-13,2023,7,Q3,Failed,0,0,1,5,40,399.03,79.81,579,0
1592,Communication Skills,Donald Rogers,2023-06-20,2023,6,Q2,Incomplete,0,0,1,1,8,590.82,590.82,673,0
1554,Project Management,Donald Wong,2022-09-17,2022,9,Q3,Completed,1,0,1,2,16,892.06,446.03,609,1
1278,Technical Skills,Donna Barr,2023-02-04,2023,2,Q1,Incomplete,0,0,1,1,8,331.46,331.46,579,0
2727,Communication Skills,Donna Cain PhD,2022-12-31,2022,12,Q4,Incomplete,0,0,1,2,16,687.99,344,673,0
3987,Project Management,Donna Cook,2022-08-24,2022,8,Q3,Passed,0,1,1,1,8,962.54,962.54,609,1
3510,Technical Skills,Donna Diaz,2022-10-27,2022,10,Q4,Completed,1,0,1,4,32,473.23,118.31,579,1
3119,Leadership Development,Donna Flores,2023-02-26,2023,2,Q1,Passed,0,1,1,1,8,899.2,899.2,574,1
2849,Technical Skills,Donna Gonzalez,2023-05-06,2023,5,Q2,Failed,0,0,1,3,24,706.23,235.41,579,0
1727,Technical Skills,Donna Guzman,2023-02-16,2023,2,Q1,Failed,0,0,1,5,40,252.22,50.44,579,0
2922,Technical Skills,Donna Joseph,2023-05-19,2023,5,Q2,Incomplete,0,0,1,1,8,713.3,713.3,579,0
3368,Leadership Development,Donna Webster MD,2022-11-28,2022,11,Q4,Incomplete,0,0,1,5,40,970.35,194.07,574,0
2026,Project Management,Dorothy Gould,2022-08-08,2022,8,Q3,Incomplete,0,0,1,3,24,124.93,41.64,609,0
1360,Leadership Development,Douglas Barton,2022-09-20,2022,9,Q3,Passed,0,1,1,2,16,538.02,269.01,574,1
1811,Customer Service,Douglas Brown,2023-07-25,2023,7,Q3,Incomplete,0,0,1,3,24,819.87,273.29,565,0
1231,Project Management,Douglas Dean,2022-08-06,2022,8,Q3,Passed,0,1,1,1,8,896.8,896.8,609,1
1314,Project Management,Douglas Green,2023-03-18,2023,3,Q1,Passed,0,1,1,4,32,852.21,213.05,609,1
1572,Customer Service,Douglas Greer,2022-10-08,2022,10,Q4,Completed,1,0,1,2,16,738.65,369.32,565,1
2168,Customer Service,Douglas Harris,2023-08-01,2023,8,Q3,Incomplete,0,0,1,2,16,851.51,425.75,565,0
1573,Technical Skills,Douglas Johnson,2022-12-15,2022,12,Q4,Incomplete,0,0,1,2,16,159.42,79.71,579,0
1225,Customer Service,Douglas Norton,2022-08-14,2022,8,Q3,Completed,1,0,1,5,40,557.02,111.4,565,1
3790,Communication Skills,Douglas Phillips,2023-03-18,2023,3,Q1,Completed,1,0,1,2,16,676.95,338.48,673,1
3730,Leadership Development,Douglas Robinson,2022-08-29,2022,8,Q3,Incomplete,0,0,1,1,8,161.47,161.47,574,0
2495,Project Management,Douglas Silva,2022-08-27,2022,8,Q3,Incomplete,0,0,1,3,24,180.44,60.15,609,0
3886,Technical Skills,Dr. Allison Reese,2022-11-28,2022,11,Q4,Passed,0,1,1,4,32,298.1,74.53,579,1
2358,Project Management,Dr. Christina Dickerson,2023-04-14,2023,4,Q2,Incomplete,0,0,1,3,24,164.22,54.74,609,0
1665,Project Management,Dr. Christina Johnson,2022-11-15,2022,11,Q4,Passed,0,1,1,3,24,999.83,333.28,609,1
2756,Communication Skills,Dr. Craig Baker,2023-04-04,2023,4,Q2,Completed,1,0,1,5,40,120.79,24.16,673,1
3721,Technical Skills,Dr. Dana Wells,2022-12-22,2022,12,Q4,Incomplete,0,0,1,4,32,327.82,81.95,579,0
3322,Communication Skills,Dr. Derek Shaffer,2023-05-11,2023,5,Q2,Failed,0,0,1,5,40,371.76,74.35,673,0
1696,Project Management,Dr. Eric Reynolds,2023-05-29,2023,5,Q2,Completed,1,0,1,1,8,754.78,754.78,609,1
1561,Leadership Development,Dr. Heather Osborne,2022-10-19,2022,10,Q4,Incomplete,0,0,1,3,24,924.06,308.02,574,0
1428,Technical Skills,Dr. Jennifer Jones,2022-08-30,2022,8,Q3,Failed,0,0,1,5,40,956.11,191.22,579,0
2329,Leadership Development,Dr. John Moore,2023-01-21,2023,1,Q1,Incomplete,0,0,1,2,16,209.86,104.93,574,0
3631,Customer Service,Dr. Joseph Graham,2023-04-10,2023,4,Q2,Completed,1,0,1,1,8,691.12,691.12,565,1
2383,Customer Service,Dr. Krista Hatfield,2022-08-09,2022,8,Q3,Incomplete,0,0,1,1,8,374.73,374.73,565,0
2634,Project Management,Dr. Lisa Bishop MD,2023-05-26,2023,5,Q2,Completed,1,0,1,1,8,532.85,532.85,609,1
3476,Leadership Development,Dr. Margaret Allen,2022-11-18,2022,11,Q4,Incomplete,0,0,1,4,32,533.5,133.38,574,0
2080,Project Management,Dr. Melanie Kennedy,2023-06-09,2023,6,Q2,Failed,0,0,1,1,8,605.05,605.05,609,0
1907,Technical Skills,Dr. Michael Day,2022-11-10,2022,11,Q4,Completed,1,0,1,2,16,203.44,101.72,579,1
2812,Leadership Development,Dr. Natalie Pacheco,2022-11-25,2022,11,Q4,Incomplete,0,0,1,4,32,663.36,165.84,574,0
2641,Technical Skills,Dr. Oscar White DDS,2022-08-25,2022,8,Q3,Passed,0,1,1,5,40,637.84,127.57,579,1
1049,Leadership Development,Dr. Patricia Johnson,2022-11-20,2022,11,Q4,Completed,1,0,1,2,16,518.54,259.27,574,1
1802,Customer Service,Dr. Reginald Chavez,2023-07-16,2023,7,Q3,Failed,0,0,1,5,40,131.92,26.38,565,0
2013,Leadership Development,Dr. Steven Walker,2023-02-21,2023,2,Q1,Failed,0,0,1,2,16,962.76,481.38,574,0
1700,Customer Service,Dr. Taylor Davis,2022-09-19,2022,9,Q3,Completed,1,0,1,4,32,203.34,50.84,565,1
3109,Customer Service,Drew Delacruz,2023-06-12,2023,6,Q2,Failed,0,0,1,1,8,260.84,260.84,565,0
3487,Project Management,Duane Trevino,2023-07-17,2023,7,Q3,Completed,1,0,1,5,40,132.97,26.59,609,1
1663,Communication Skills,Dustin Alexander,2023-07-13,2023,7,Q3,Passed,0,1,1,5,40,271.37,54.27,673,1
3782,Technical Skills,Dustin Anderson,2022-12-11,2022,12,Q4,Passed,0,1,1,5,40,506.4,101.28,579,1
2781,Leadership Development,Dustin Haley,2022-11-12,2022,11,Q4,Completed,1,0,1,5,40,437.26,87.45,574,1
1874,Leadership Development,Dustin Lewis,2022-12-25,2022,12,Q4,Passed,0,1,1,1,8,902.01,902.01,574,0.5
3215,Communication Skills,Dustin Lewis,2023-07-06,2023,7,Q3,Failed,0,0,1,3,24,183.77,61.26,673,0.5
1321,Customer Service,Dustin Morgan,2023-01-19,2023,1,Q1,Passed,0,1,1,5,40,308.77,61.75,565,1
2662,Project Management,Dustin Phillips,2023-03-10,2023,3,Q1,Completed,1,0,1,5,40,406.1,81.22,609,1
2332,Communication Skills,Dustin Ramsey,2022-11-29,2022,11,Q4,Completed,1,0,1,3,24,144.68,48.23,673,1
2893,Leadership Development,Dustin Smith,2023-06-05,2023,6,Q2,Completed,1,0,1,5,40,205.24,41.05,574,1
3390,Leadership Development,Dwayne Allen,2022-11-06,2022,11,Q4,Failed,0,0,1,3,24,765.2,255.07,574,0
1356,Technical Skills,Dwayne Day,2023-04-06,2023,4,Q2,Incomplete,0,0,1,3,24,301.39,100.46,579,0
1943,Technical Skills,Eddie Foster,2023-05-13,2023,5,Q2,Passed,0,1,1,3,24,453.4,151.13,579,1
1998,Technical Skills,Eddie King,2022-12-01,2022,12,Q4,Completed,1,0,1,2,16,186.77,93.39,579,1
2533,Communication Skills,Eduardo Foster,2023-07-22,2023,7,Q3,Completed,1,0,1,1,8,226.93,226.93,673,1
3854,Communication Skills,Edward Campbell,2022-10-17,2022,10,Q4,Incomplete,0,0,1,5,40,913.62,182.72,673,0
2687,Technical Skills,Edward Davis,2023-07-20,2023,7,Q3,Incomplete,0,0,1,1,8,272.22,272.22,579,0
3080,Technical Skills,Edward Gibson,2023-03-25,2023,3,Q1,Incomplete,0,0,1,5,40,121.62,24.32,579,0
3628,Leadership Development,Edward Morris,2022-09-25,2022,9,Q3,Incomplete,0,0,1,4,32,858.62,214.66,574,0
2224,Customer Service,Edward Wood,2022-09-23,2022,9,Q3,Failed,0,0,1,2,16,914.52,457.26,565,0
2818,Technical Skills,Edwin Brown,2023-02-27,2023,2,Q1,Completed,1,0,1,5,40,453.51,90.7,579,1
2105,Technical Skills,Edwin Gomez,2022-11-10,2022,11,Q4,Completed,1,0,1,3,24,365.03,121.68,579,1
2147,Technical Skills,Edwin Valencia,2023-01-25,2023,1,Q1,Passed,0,1,1,3,24,535.19,178.4,579,1
2005,Leadership Development,Elijah Henson,2023-04-22,2023,4,Q2,Completed,1,0,1,2,16,458.78,229.39,574,1
3686,Project Management,Elizabeth Allen,2023-07-05,2023,7,Q3,Incomplete,0,0,1,3,24,878.11,292.7,609,0
3648,Leadership Development,Elizabeth Barr,2023-02-26,2023,2,Q1,Completed,1,0,1,2,16,325.78,162.89,574,1
3515,Customer Service,Elizabeth Cook,2023-02-04,2023,2,Q1,Completed,1,0,1,1,8,143.96,143.96,565,1
2310,Leadership Development,Elizabeth Crane,2022-12-27,2022,12,Q4,Incomplete,0,0,1,4,32,581.95,145.49,574,0
3690,Technical Skills,Elizabeth Davis,2023-04-03,2023,4,Q2,Completed,1,0,1,5,40,589.5,117.9,579,1
2042,Customer Service,Elizabeth Elliott,2023-02-14,2023,2,Q1,Passed,0,1,1,1,8,651.4,651.4,565,1
2206,Technical Skills,Elizabeth Fischer,2022-09-16,2022,9,Q3,Completed,1,0,1,3,24,274.22,91.41,579,1
2409,Customer Service,Elizabeth Frank,2023-04-07,2023,4,Q2,Passed,0,1,1,1,8,949.78,949.78,565,1
2664,Project Management,Elizabeth Lloyd,2022-09-13,2022,9,Q3,Incomplete,0,0,1,3,24,355.84,118.61,609,0
3346,Leadership Development,Elizabeth Lopez,2022-10-27,2022,10,Q4,Incomplete,0,0,1,1,8,608.47,608.47,574,0
3161,Customer Service,Elizabeth Miller,2022-09-15,2022,9,Q3,Passed,0,1,1,3,24,398.98,132.99,565,1
3606,Project Management,Elizabeth Powell,2022-10-31,2022,10,Q4,Passed,0,1,1,2,16,255.6,127.8,609,1
1529,Communication Skills,Elizabeth Robinson,2023-04-14,2023,4,Q2,Incomplete,0,0,1,5,40,304.06,60.81,673,0
2420,Project Management,Elizabeth Russell,2023-01-29,2023,1,Q1,Passed,0,1,1,3,24,684.64,228.21,609,1
1934,Leadership Development,Elizabeth Sanchez,2023-05-08,2023,5,Q2,Incomplete,0,0,1,2,16,993.7,496.85,574,0
2109,Project Management,Elizabeth Sawyer,2023-04-18,2023,4,Q2,Failed,0,0,1,3,24,869.94,289.98,609,0
1141,Technical Skills,Ellen Anderson,2023-05-17,2023,5,Q2,Incomplete,0,0,1,1,8,635.31,635.31,579,0
3706,Customer Service,Emily Baker,2023-06-07,2023,6,Q2,Completed,1,0,1,1,8,304.9,304.9,565,1
3670,Project Management,Emily Davis,2022-09-25,2022,9,Q3,Completed,1,0,1,5,40,942.09,188.42,609,1
1609,Project Management,Emily Fisher,2023-04-22,2023,4,Q2,Failed,0,0,1,3,24,455.52,151.84,609,0
2130,Project Management,Emily Gonzalez,2022-11-21,2022,11,Q4,Completed,1,0,1,4,32,444.22,111.06,609,1
1352,Communication Skills,Emily Harmon,2022-11-01,2022,11,Q4,Completed,1,0,1,4,32,218.93,54.73,673,1
3024,Technical Skills,Emily Henderson,2022-12-21,2022,12,Q4,Passed,0,1,1,4,32,957.12,239.28,579,1
2123,Project Management,Emily Hernandez,2022-09-23,2022,9,Q3,Failed,0,0,1,4,32,169.71,42.43,609,0
3778,Customer Service,Emily Johnson,2022-09-13,2022,9,Q3,Completed,1,0,1,5,40,341.74,68.35,565,1
1209,Communication Skills,Emily Pierce,2023-06-18,2023,6,Q2,Failed,0,0,1,2,16,197.78,98.89,673,0
3667,Leadership Development,Emily Robinson,2023-02-03,2023,2,Q1,Completed,1,0,1,3,24,860.31,286.77,574,1
1230,Communication Skills,Emily Tate,2023-04-30,2023,4,Q2,Completed,1,0,1,1,8,635.71,635.71,673,1
2406,Communication Skills,Emily Turner,2023-05-19,2023,5,Q2,Failed,0,0,1,1,8,100.04,100.04,673,0
3314,Customer Service,Emma Moran,2023-06-10,2023,6,Q2,Incomplete,0,0,1,2,16,651.52,325.76,565,0
2803,Leadership Development,Emma Wright,2023-01-29,2023,1,Q1,Failed,0,0,1,4,32,106.21,26.55,574,0
1969,Communication Skills,Eric Allen,2022-08-29,2022,8,Q3,Incomplete,0,0,1,4,32,967.94,241.99,673,0
1371,Leadership Development,Eric Bradley,2022-10-01,2022,10,Q4,Passed,0,1,1,1,8,321.25,321.25,574,1
1557,Customer Service,Eric Bullock,2023-06-06,2023,6,Q2,Incomplete,0,0,1,5,40,256.57,51.31,565,0
2968,Customer Service,Eric Charles,2022-11-20,2022,11,Q4,Failed,0,0,1,3,24,764.74,254.91,565,0
1217,Customer Service,Eric Clark,2023-04-17,2023,4,Q2,Completed,1,0,1,1,8,857.42,857.42,565,1
2079,Leadership Development,Eric Contreras,2023-01-15,2023,1,Q1,Completed,1,0,1,4,32,444.96,111.24,574,1
3722,Communication Skills,Eric Contreras,2023-01-15,2023,1,Q1,Passed,0,1,1,1,8,512.55,512.55,673,1
1112,Communication Skills,Eric Davis,2022-09-30,2022,9,Q3,Failed,0,0,1,3,24,668.05,222.68,673,0
1038,Customer Service,Eric Davis,2023-07-28,2023,7,Q3,Failed,0,0,1,2,16,516.89,258.44,565,0
1988,Project Management,Eric Gallegos,2023-05-18,2023,5,Q2,Completed,1,0,1,4,32,903.8,225.95,609,1
2291,Project Management,Eric Gonzales,2023-07-01,2023,7,Q3,Incomplete,0,0,1,5,40,973.53,194.71,609,0
1063,Technical Skills,Eric Harris,2022-10-15,2022,10,Q4,Completed,1,0,1,1,8,523.82,523.82,579,1
2193,Technical Skills,Eric Jarvis,2023-07-16,2023,7,Q3,Incomplete,0,0,1,2,16,704.42,352.21,579,0
1016,Communication Skills,Eric Johnson,2023-04-30,2023,4,Q2,Completed,1,0,1,2,16,606.68,303.34,673,1
3223,Communication Skills,Eric Lucas,2023-03-14,2023,3,Q1,Incomplete,0,0,1,4,32,158.97,39.74,673,0
3114,Technical Skills,Eric Miranda,2023-01-10,2023,1,Q1,Passed,0,1,1,5,40,569.5,113.9,579,1
2249,Customer Service,Eric Moore,2023-07-06,2023,7,Q3,Failed,0,0,1,2,16,705.36,352.68,565,0
2636,Communication Skills,Eric Shaw,2023-07-14,2023,7,Q3,Passed,0,1,1,4,32,483.54,120.89,673,1
2382,Project Management,Eric Smith,2023-08-01,2023,8,Q3,Completed,1,0,1,1,8,751.78,751.78,609,1
3691,Leadership Development,Eric Snyder,2023-03-06,2023,3,Q1,Completed,1,0,1,3,24,311.28,103.76,574,1
3414,Project Management,Eric Vaughn,2023-07-23,2023,7,Q3,Incomplete,0,0,1,2,16,616.09,308.05,609,0
3358,Customer Service,Eric Webb,2022-08-28,2022,8,Q3,Failed,0,0,1,5,40,806.4,161.28,565,0
1819,Customer Service,Eric Weiss,2022-10-19,2022,10,Q4,Passed,0,1,1,3,24,649.51,216.5,565,1
3866,Customer Service,Erica Brewer,2022-12-04,2022,12,Q4,Incomplete,0,0,1,4,32,993.08,248.27,565,0
3632,Technical Skills,Erica Johnson,2023-06-23,2023,6,Q2,Completed,1,0,1,2,16,174.85,87.42,579,1
1008,Technical Skills,Erica Maxwell,2023-08-02,2023,8,Q3,Incomplete,0,0,1,2,16,758.18,379.09,579,0
1999,Technical Skills,Erica Wilson,2023-05-08,2023,5,Q2,Passed,0,1,1,4,32,633.67,158.42,579,1
1218,Leadership Development,Erica Winters,2023-01-30,2023,1,Q1,Failed,0,0,1,3,24,733.16,244.39,574,0
2898,Leadership Development,Erik Marsh,2023-06-22,2023,6,Q2,Completed,1,0,1,1,8,832.37,832.37,574,1
3582,Communication Skills,Erik Reeves,2022-09-09,2022,9,Q3,Completed,1,0,1,4,32,875.02,218.75,673,1
3466,Customer Service,Erika Jackson,2022-12-07,2022,12,Q4,Passed,0,1,1,3,24,447.66,149.22,565,1
1053,Communication Skills,Erika Roberts,2022-12-19,2022,12,Q4,Passed,0,1,1,4,32,704.7,176.18,673,1
2896,Technical Skills,Erin Day,2023-07-01,2023,7,Q3,Passed,0,1,1,5,40,794.92,158.98,579,1
2900,Customer Service,Erin Everett,2023-01-16,2023,1,Q1,Passed,0,1,1,4,32,255.02,63.76,565,1
3893,Leadership Development,Erin Jones,2022-09-16,2022,9,Q3,Failed,0,0,1,1,8,242.36,242.36,574,0
3728,Customer Service,Erin Keller DVM,2023-07-10,2023,7,Q3,Completed,1,0,1,5,40,419.79,83.96,565,1
2604,Leadership Development,Erin Mills,2022-11-01,2022,11,Q4,Failed,0,0,1,5,40,990.59,198.12,574,0
1348,Technical Skills,Ernest Walter,2023-08-01,2023,8,Q3,Completed,1,0,1,4,32,594.15,148.54,579,1
3040,Technical Skills,Ethan Brown,2022-12-30,2022,12,Q4,Passed,0,1,1,5,40,321.03,64.21,579,1
1545,Leadership Development,Ethan Golden,2023-02-05,2023,2,Q1,Passed,0,1,1,3,24,566,188.67,574,1
1958,Communication Skills,Ethan Williams,2023-05-23,2023,5,Q2,Incomplete,0,0,1,2,16,141.91,70.95,673,0
2793,Project Management,Evan Adams,2022-10-09,2022,10,Q4,Incomplete,0,0,1,1,8,774.44,774.44,609,0
1705,Communication Skills,Evan Davis,2022-10-22,2022,10,Q4,Passed,0,1,1,1,8,663.08,663.08,673,1
3815,Project Management,Evan Hart,2023-02-05,2023,2,Q1,Failed,0,0,1,1,8,910.09,910.09,609,0
3840,Technical Skills,Evelyn Gray,2022-11-06,2022,11,Q4,Failed,0,0,1,4,32,170.61,42.65,579,0
2062,Project Management,Evelyn Hart,2023-05-20,2023,5,Q2,Passed,0,1,1,1,8,842.36,842.36,609,1
3773,Project Management,Evelyn Hayes,2022-11-15,2022,11,Q4,Failed,0,0,1,2,16,374.02,187.01,609,0
3065,Project Management,Evelyn Hill,2023-06-11,2023,6,Q2,Incomplete,0,0,1,1,8,997.24,997.24,609,0
2376,Communication Skills,Faith Ortega,2023-04-26,2023,4,Q2,Completed,1,0,1,5,40,755.69,151.14,673,1
3523,Leadership Development,Felicia Berg,2023-07-10,2023,7,Q3,Incomplete,0,0,1,2,16,451.18,225.59,574,0
1488,Technical Skills,Felicia Hart,2023-07-23,2023,7,Q3,Incomplete,0,0,1,5,40,428.44,85.69,579,0
1334,Project Management,Felicia Johnson,2023-04-01,2023,4,Q2,Failed,0,0,1,1,8,297.12,297.12,609,0
2455,Customer Service,Frances Hansen,2023-06-08,2023,6,Q2,Completed,1,0,1,4,32,218.61,54.65,565,1
3573,Customer Service,Francis Cox,2022-10-06,2022,10,Q4,Completed,1,0,1,4,32,386.07,96.52,565,1
2829,Customer Service,Francis Rosales,2022-10-26,2022,10,Q4,Passed,0,1,1,3,24,487.27,162.42,565,1
1610,Communication Skills,Francisco Hines,2023-03-29,2023,3,Q1,Completed,1,0,1,4,32,815.24,203.81,673,1
2462,Customer Service,Francisco Walker,2023-02-05,2023,2,Q1,Completed,1,0,1,3,24,758.62,252.87,565,1
3473,Communication Skills,Frank Harris,2022-12-06,2022,12,Q4,Failed,0,0,1,5,40,789.99,158,673,0
3098,Leadership Development,Frank Jackson,2022-10-04,2022,10,Q4,Passed,0,1,1,1,8,801.69,801.69,574,1
3471,Customer Service,Frank Joyce,2023-03-23,2023,3,Q1,Passed,0,1,1,3,24,109.98,36.66,565,1
3035,Customer Service,Frank Mitchell,2023-05-09,2023,5,Q2,Completed,1,0,1,1,8,498.19,498.19,565,1
1781,Technical Skills,Frank Perez,2023-07-04,2023,7,Q3,Failed,0,0,1,4,32,892.3,223.07,579,0
3621,Leadership Development,Frank Perry,2023-07-15,2023,7,Q3,Passed,0,1,1,3,24,879.89,293.3,574,1
1941,Leadership Development,Frank Rhodes,2023-02-04,2023,2,Q1,Failed,0,0,1,3,24,158.79,52.93,574,0
3846,Leadership Development,Frank Rogers,2023-04-11,2023,4,Q2,Incomplete,0,0,1,4,32,607.97,151.99,574,0
2108,Customer Service,Franklin Hunter,2022-09-05,2022,9,Q3,Completed,1,0,1,5,40,804.37,160.87,565,1
3934,Project Management,Frederick White,2023-02-16,2023,2,Q1,Completed,1,0,1,5,40,219.78,43.96,609,1
2672,Project Management,Gabriel Miller,2023-07-18,2023,7,Q3,Incomplete,0,0,1,2,16,118.43,59.22,609,0
1779,Project Management,Gabriela Rodriguez,2022-11-27,2022,11,Q4,Passed,0,1,1,3,24,188.56,62.85,609,1
2866,Project Management,Gabriella Salazar,2023-04-11,2023,4,Q2,Passed,0,1,1,5,40,792.46,158.49,609,1
1850,Communication Skills,Gabrielle Matthews,2023-05-02,2023,5,Q2,Completed,1,0,1,1,8,950.45,950.45,673,1
2863,Customer Service,Gabrielle Pierce,2022-12-08,2022,12,Q4,Completed,1,0,1,4,32,422.27,105.57,565,1
1245,Communication Skills,Garrett Johnson,2023-06-29,2023,6,Q2,Incomplete,0,0,1,4,32,392.14,98.03,673,0
3823,Communication Skills,Gary Hill,2022-09-21,2022,9,Q3,Completed,1,0,1,4,32,516.9,129.22,673,1
3802,Leadership Development,Gary Jackson,2023-01-24,2023,1,Q1,Passed,0,1,1,1,8,493.72,493.72,574,1
2009,Customer Service,Gary Johnson,2023-01-20,2023,1,Q1,Incomplete,0,0,1,1,8,319.94,319.94,565,0
2425,Technical Skills,Gary Love,2023-04-23,2023,4,Q2,Failed,0,0,1,3,24,136.76,45.59,579,0
3876,Leadership Development,Gary Park,2022-11-10,2022,11,Q4,Failed,0,0,1,1,8,946.23,946.23,574,0
1918,Communication Skills,Gary Rocha,2023-08-03,2023,8,Q3,Incomplete,0,0,1,2,16,226.7,113.35,673,0
1714,Project Management,Gary Smith,2023-07-24,2023,7,Q3,Passed,0,1,1,3,24,374.58,124.86,609,1
3966,Customer Service,Gary Thompson,2022-10-13,2022,10,Q4,Failed,0,0,1,2,16,726.74,363.37,565,0
3443,Technical Skills,Gary Thornton,2023-02-18,2023,2,Q1,Failed,0,0,1,3,24,402.13,134.04,579,0
3407,Leadership Development,George Boone,2023-02-06,2023,2,Q1,Incomplete,0,0,1,1,8,501.87,501.87,574,0
1121,Leadership Development,George Brown,2022-09-19,2022,9,Q3,Failed,0,0,1,1,8,428.9,428.9,574,0
1093,Customer Service,George Burns,2023-07-07,2023,7,Q3,Failed,0,0,1,5,40,995.52,199.1,565,0
2099,Customer Service,George Hopkins,2023-02-28,2023,2,Q1,Completed,1,0,1,2,16,829.08,414.54,565,1
1654,Technical Skills,George Morris,2023-05-01,2023,5,Q2,Failed,0,0,1,2,16,641.09,320.55,579,0
3182,Technical Skills,George Norris,2023-05-02,2023,5,Q2,Passed,0,1,1,2,16,825.61,412.81,579,1
3672,Project Management,George Orozco,2022-08-29,2022,8,Q3,Failed,0,0,1,1,8,358.73,358.73,609,0
1617,Leadership Development,George Stevenson,2023-02-06,2023,2,Q1,Completed,1,0,1,3,24,586.5,195.5,574,1
1438,Customer Service,George Swanson,2023-05-12,2023,5,Q2,Passed,0,1,1,2,16,996.18,498.09,565,1
3944,Technical Skills,Gerald Barnes,2022-08-19,2022,8,Q3,Completed,1,0,1,1,8,627.14,627.14,579,1
2775,Technical Skills,Gerald Gonzales,2022-11-05,2022,11,Q4,Incomplete,0,0,1,1,8,703.45,703.45,579,0
3147,Project Management,Gerald Reynolds,2022-12-20,2022,12,Q4,Completed,1,0,1,4,32,820.65,205.16,609,1
2632,Customer Service,Gerald White,2023-04-19,2023,4,Q2,Incomplete,0,0,1,2,16,209.47,104.73,565,0
1236,Customer Service,Gerald Wilson,2023-04-17,2023,4,Q2,Passed,0,1,1,2,16,244.25,122.13,565,1
1028,Technical Skills,Gina Moore,2023-01-19,2023,1,Q1,Incomplete,0,0,1,3,24,804.06,268.02,579,0
3610,Customer Service,Gina Morris,2023-02-15,2023,2,Q1,Incomplete,0,0,1,4,32,217.57,54.39,565,0
2239,Technical Skills,Gina Smith,2023-04-11,2023,4,Q2,Passed,0,1,1,4,32,273.84,68.46,579,1
1271,Customer Service,Gina White,2023-02-15,2023,2,Q1,Completed,1,0,1,3,24,692.71,230.9,565,1
1454,Customer Service,Gina Williams,2022-12-14,2022,12,Q4,Completed,1,0,1,1,8,832.86,832.86,565,1
3481,Technical Skills,Glenda Ryan,2023-05-29,2023,5,Q2,Incomplete,0,0,1,5,40,758.95,151.79,579,0
1478,Leadership Development,Glenn Jensen,2023-08-03,2023,8,Q3,Failed,0,0,1,5,40,453.86,90.77,574,0
1760,Technical Skills,Glenn Jimenez,2023-01-20,2023,1,Q1,Passed,0,1,1,3,24,378.51,126.17,579,1
1104,Communication Skills,Gloria Phillips,2022-08-11,2022,8,Q3,Completed,1,0,1,4,32,766.77,191.69,673,1
1389,Communication Skills,Grace Archer,2023-01-16,2023,1,Q1,Incomplete,0,0,1,3,24,425.34,141.78,673,0
2669,Project Management,Grace Davis,2023-03-17,2023,3,Q1,Completed,1,0,1,3,24,912.22,304.07,609,1
1380,Communication Skills,Grace Wheeler,2023-05-26,2023,5,Q2,Failed,0,0,1,3,24,326.7,108.9,673,0
